problem,family,run,seed,seedIndex,generation,FE,source,seedFeasible,prob,absProbHalf,queryScore,disagreement,paretoValue,reliability,boundaryTrust,utility,localEvalCount,feasibleForwardSuccess,ubySuccess,frrSuccess,initialBracketGap,bracketGap,shrinkSuccess,tightSuccess,hardNegativeConfirmed,tightenBracket,tightBracket,m2Success,m3Success,m3Downstream,m4Success,m4Tight,m4Recover
MW1_BC,MW_BC,1,1703,29,87,17662,1,0,0.461671636367406,0.0383283636325942,0.923343272734812,0.00343067296478739,0,1,0.923343272734812,0,1,0,0,1,0.02,0.00378723739103579,1,1,1,1,1,1,0,0,1,1,1
MW1_BC,MW_BC,1,1703,30,87,17662,1,1,0.49726057866509,0.00273942133490973,0.994521157330181,0.00165460811213374,0,1,0.994521157330181,0,1,1,1,0,NaN,NaN,0,0,0,0,0,1,1,1,0,0,0
MW1_BC,MW_BC,1,1703,31,87,17662,1,1,0.459559911532545,0.0404400884674554,0.919119823065089,0.00389250999769703,0,1,0.919119823065089,0,1,0,0,0,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0
MW1_BC,MW_BC,1,1703,32,88,17874,1,0,0.508066565635501,0.00806656563550134,0.983866868728997,0.000817440801256165,0.0413805194247908,1,0.983866868728997,0.0413805194247908,1,0,0,0,0.02,0.000461836020076344,1,1,1,1,1,1,0,0,1,1,0
MW1_BC,MW_BC,1,1703,33,88,17874,1,0,0.493485723954258,0.00651427604574195,0.986971447908516,0.00024284486689392,0,1,0.986971447908516,0,1,0,0,0,0.02,0.00704924039620738,1,1,1,1,1,1,0,0,1,1,0
MW1_BC,MW_BC,1,1703,34,88,17874,1,0,0.499253451685826,0.000746548314173534,0.998506903371653,0.000327807648753112,0,1,0.998506903371653,0,1,0,0,0,0.02,0.000588109324920625,1,1,1,1,1,1,0,0,1,1,0
MW1_BC,MW_BC,1,1703,35,88,17874,1,1,0.459949384557064,0.0400506154429363,0.919898769114127,0.00348390622927787,0,1,0.919898769114127,0,1,0,0,0,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0
MW1_BC,MW_BC,1,1703,36,88,17874,1,0,0.505079493627911,0.00507949362791082,0.989841012744178,4.35080287316663e-05,0,1,0.989841012744178,0,1,0,0,0,0.02,0.00378795235015577,1,1,1,1,1,1,0,0,1,1,0
MW1_BC,MW_BC,1,1703,37,88,17874,1,0,0.460657576216956,0.0393424237830439,0.921315152433912,0.00371726183756528,0,1,0.921315152433912,0,1,0,0,0,0.02,0.00190746996526845,1,1,1,1,1,1,0,0,1,1,0
MW1_BC,MW_BC,1,1703,38,89,18078,1,1,0.478518291007872,0.0214817089921284,0.957036582015743,0.000978221355505844,0,1,0.957036582015743,0,1,0,1,0,NaN,NaN,0,0,0,0,0,1,0,1,0,0,0
MW1_BC,MW_BC,1,1703,39,89,18078,1,0,0.503056835768759,0.00305683576875859,0.993886328462483,0.00308694711640756,0,1,0.993886328462483,0,1,0,0,0,0.02,0.00168908257566998,1,1,1,1,1,1,0,0,1,1,0
MW1_BC,MW_BC,1,1703,40,90,18282,1,1,0.473362274329972,0.0266377256700283,0.946724548659943,0.00118751830098598,0,1,0.946724548659943,0,1,0,0,0,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0
MW1_BC,MW_BC,1,1703,41,90,18282,1,0,0.514428112032558,0.0144281120325584,0.971143775934883,0.000409361307977575,0,1,0.971143775934883,0,1,0,0,0,0.02,0.00623354155822743,1,1,1,1,1,1,0,0,1,1,0
MW1_BC,MW_BC,1,1703,42,91,18486,1,1,0.474360363117108,0.0256396368828917,0.948720726234217,0.00136674230256541,0,1,0.948720726234217,0,1,0,0,0,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0
MW1_BC,MW_BC,1,1703,43,91,18486,1,0,0.489002228897119,0.010997771102881,0.978004457794238,0.000188674732914756,0,1,0.978004457794238,0,1,0,0,0,0.0241813252111909,0.0120906626055954,1,1,1,1,1,1,0,0,1,1,0
MW1_BC,MW_BC,1,1703,44,92,18688,1,1,0.470939222072607,0.0290607779273925,0.941878444145215,0.00237916467801858,0,1,0.941878444145215,0,1,1,1,0,NaN,NaN,0,0,0,0,0,1,1,1,0,0,0
MW1_BC,MW_BC,1,1703,45,93,18892,1,0,0.495984447377733,0.00401555262226677,0.991968894755466,0.000159102456287086,0,1,0.991968894755466,0,1,0,0,0,0.02,0.00229059765226176,1,1,1,1,1,1,0,0,1,1,0
MW1_BC,MW_BC,1,1703,46,93,18892,1,0,0.525980897400794,0.0259808974007937,0.948038205198413,0.0112950729461166,0,1,0.948038205198413,0,1,0,0,0,0.02,0.00669054826732395,1,1,1,1,1,1,0,0,1,1,0
MW1_BC,MW_BC,1,1703,47,94,19096,1,0,0.480828331892186,0.0191716681078135,0.961656663784373,0.000669625673849151,0,1,0.961656663784373,0,1,0,0,0,0.02,0.00148122531019713,1,1,1,1,1,1,0,0,1,1,0
MW1_BC,MW_BC,1,1703,48,94,19096,1,0,0.473217800063444,0.0267821999365562,0.946435600126888,0.00123728062375433,0,1,0.946435600126888,0,1,0,0,1,0.0351927284678137,0.0175963642339068,1,1,1,1,1,1,0,0,1,1,1
MW1_BC,MW_BC,1,1703,49,95,19300,1,1,0.477390299515742,0.0226097004842578,0.954780599031484,0.00383049697629939,0,1,0.954780599031484,0,1,1,1,0,NaN,NaN,0,0,0,0,0,1,1,1,0,0,0
MW1_BC,MW_BC,1,1703,50,95,19300,1,1,0.501333141912725,0.00133314191272538,0.997333716174549,0.000538338724425627,0,1,0.997333716174549,0,1,0,0,0,NaN,NaN,0,0,0,0,0,0,0,0,0,0,0
MW1_BC,MW_BC,1,1703,51,97,19702,1,0,0.488632229580454,0.0113677704195463,0.977264459160907,0.000909514154135055,0,1,0.977264459160907,0,1,0,0,0,0.02,0.000569640665466848,1,1,1,1,1,1,0,0,1,1,0
