problem,family,run,seed,candidateIndex,generation,FE,source,selectionMode,sector,eligible,selected,prob,absProbHalf,queryScore,disagreement,reliability,paretoValue,boundaryTrust,trustWeight,utility,shortlisted
MW1_BC,MW_BC,1,1703,43,79,16026,1,5,73,1,1,0.503223921005568,0.00322392100556801,0.993552157988864,0.00538331163341714,1,0,0.993552157988864,0,0,1
MW1_BC,MW_BC,1,1703,44,79,16026,1,5,87,0,0,0.511353259806,0.0113532598059995,0.977293480388001,0.000741962446265346,1,0,0.977293480388001,0,0,0
MW1_BC,MW_BC,1,1703,45,79,16026,1,5,72,0,0,0.490473281092323,0.00952671890767709,0.980946562184646,0.00785901474249581,1,0,0.980946562184646,0,0,0
MW1_BC,MW_BC,1,1703,46,80,16232,1,5,1,0,0,0.496691350916851,0.00330864908314893,0.993382701833702,0.00374430930050859,1,0,0.993382701833702,0,0,0
MW1_BC,MW_BC,1,1703,47,80,16232,1,5,86,0,0,0.501559263427467,0.00155926342746704,0.996881473145066,0.000442985043400382,1,0,0.996881473145066,0,0,0
MW1_BC,MW_BC,1,1703,48,80,16232,1,5,73,0,0,0.500157797427238,0.000157797427238315,0.999684405145523,0.00695267398801925,1,0,0.999684405145523,0,0,0
MW1_BC,MW_BC,1,1703,49,80,16232,1,5,24,1,1,0.517191042728364,0.0171910427283637,0.965617914543273,6.77188750911714e-05,1,0,0.965617914543273,0,0,1
MW1_BC,MW_BC,1,1703,50,80,16232,1,5,23,0,0,0.497732613429614,0.00226738657038644,0.995465226859227,0.000129951225601376,1,0,0.995465226859227,0,0,0
MW1_BC,MW_BC,1,1703,51,80,16232,1,5,26,0,0,0.502574118700079,0.00257411870007918,0.994851762599842,0.000862933836248601,1,0,0.994851762599842,0,0,0
MW1_BC,MW_BC,1,1703,52,80,16232,1,5,9,1,1,0.470213876569681,0.0297861234303187,0.940427753139363,0.0023354934841265,1,0,0.940427753139363,0,0,1
MW1_BC,MW_BC,1,1703,53,80,16232,1,5,87,1,1,0.494686742380797,0.00531325761920337,0.989373484761593,0.00240442588189142,1,0,0.989373484761593,0,0,1
MW1_BC,MW_BC,1,1703,54,81,16434,1,5,1,0,0,0.529974598913521,0.0299745989135213,0.940050802172957,0.00242352999119969,1,0,0.940050802172957,0,0,0
MW1_BC,MW_BC,1,1703,55,81,16434,1,5,85,0,0,0.505580647021807,0.00558064702180661,0.988838705956387,0.00285186871344903,1,0,0.988838705956387,0,0,0
MW1_BC,MW_BC,1,1703,56,81,16434,1,5,84,0,0,0.500235270504335,0.000235270504335472,0.999529458991329,0.00180088141936341,1,0,0.999529458991329,0,0,0
MW1_BC,MW_BC,1,1703,57,81,16434,1,5,71,0,0,0.502654976519648,0.00265497651964774,0.994690046960705,0.00413995455062948,1,0,0.994690046960705,0,0,0
MW1_BC,MW_BC,1,1703,58,81,16434,1,5,23,0,0,0.526372679375094,0.0263726793750941,0.947254641249812,0.00365848259004818,1,0,0.947254641249812,0,0,0
MW1_BC,MW_BC,1,1703,59,81,16434,1,5,24,0,0,0.504002362167637,0.00400236216763739,0.991995275664725,0.000809606831673852,1,0,0.991995275664725,0,0,0
MW1_BC,MW_BC,1,1703,60,81,16434,1,5,42,1,1,0.497330332645148,0.00266966735485169,0.994660665290297,0.00707107058567499,1,0,0.994660665290297,0,0,1
MW1_BC,MW_BC,1,1703,61,81,16434,1,5,9,0,0,0.472356521194149,0.0276434788058513,0.944713042388297,0.00303864475180236,1,0,0.944713042388297,0,0,0
MW1_BC,MW_BC,1,1703,62,82,16636,1,5,1,0,0,0.51358163993126,0.0135816399312603,0.972836720137479,0.000506783259594882,1,0,0.972836720137479,0,0,0
MW1_BC,MW_BC,1,1703,63,82,16636,1,5,85,0,0,0.501334550955976,0.0013345509559759,0.997330898088048,0.00305241907114753,1,0,0.997330898088048,0,0,0
MW1_BC,MW_BC,1,1703,64,82,16636,1,5,23,0,0,0.524039308294434,0.0240393082944342,0.951921383411132,0.000133942993189838,1,0,0.951921383411132,0,0,0
MW1_BC,MW_BC,1,1703,65,82,16636,1,5,84,0,0,0.488607413710523,0.0113925862894766,0.977214827421047,0.000112263565853974,1,0,0.977214827421047,0,0,0
MW1_BC,MW_BC,1,1703,66,82,16636,1,5,71,0,0,0.496360287063109,0.00363971293689058,0.992720574126219,0.00120553907060204,1,0,0.992720574126219,0,0,0
MW1_BC,MW_BC,1,1703,67,82,16636,1,5,42,0,0,0.498725905364287,0.00127409463571299,0.997451810728574,0.00479907926460868,1,0,0.997451810728574,0,0,0
MW1_BC,MW_BC,1,1703,68,82,16636,1,5,9,0,0,0.467211049705568,0.0327889502944321,0.934422099411136,0.0021765096044085,1,0,0.934422099411136,0,0,0
MW1_BC,MW_BC,1,1703,69,82,16636,1,5,83,1,1,0.490902990255939,0.00909700974406097,0.981805980511878,0.00455637166987216,1,0,0.981805980511878,0,0,1
MW1_BC,MW_BC,1,1703,70,83,16840,1,5,1,0,0,0.523071298022162,0.0230712980221622,0.953857403955676,0.0015276764663851,1,0,0.953857403955676,0,0,0
MW1_BC,MW_BC,1,1703,71,83,16840,1,5,22,1,1,0.498180684151093,0.00181931584890699,0.996361368302186,0.00046742600757574,1,0,0.996361368302186,0,0,1
MW1_BC,MW_BC,1,1703,72,83,16840,1,5,71,0,0,0.501999955798542,0.00199995579854206,0.996000088402916,0.00349356267891312,1,0,0.996000088402916,0,0,0
MW1_BC,MW_BC,1,1703,73,83,16840,1,5,70,1,1,0.502066846237584,0.00206684623758424,0.995866307524832,6.42563460119268e-05,1,0,0.995866307524832,0,0,1
MW1_BC,MW_BC,1,1703,74,83,16840,1,5,23,0,0,0.522083713340091,0.0220837133400914,0.955832573319817,0.000105249902172026,1,0,0.955832573319817,0,0,0
MW1_BC,MW_BC,1,1703,75,83,16840,1,5,42,0,0,0.500314533536928,0.00031453353692823,0.999370932926144,0.00428766923441849,1,0,0.999370932926144,0,0,0
MW1_BC,MW_BC,1,1703,76,83,16840,1,5,26,0,0,0.492979660357747,0.0070203396422534,0.985959320715493,0.00972110470487768,1,0,0.985959320715493,0,0,0
MW1_BC,MW_BC,1,1703,77,83,16840,1,5,9,0,0,0.494968339688064,0.0050316603119363,0.989936679376127,7.07179425327137e-05,1,0,0.989936679376127,0,0,0
MW1_BC,MW_BC,1,1703,78,84,17044,1,5,1,0,0,0.512223161499891,0.0122231614998912,0.975553677000218,0.00114589755383785,1,0,0.975553677000218,0,0,0
MW1_BC,MW_BC,1,1703,79,84,17044,1,5,22,0,0,0.4898560126946,0.0101439873053999,0.9797120253892,0.00330225094220171,1,0,0.9797120253892,0,0,0
MW1_BC,MW_BC,1,1703,80,84,17044,1,5,84,1,1,0.477736883582834,0.0222631164171656,0.955473767165669,0.00319120084720529,1,0,0.955473767165669,0,0,1
MW1_BC,MW_BC,1,1703,81,84,17044,1,5,23,0,0,0.501682296231019,0.00168229623101901,0.996635407537962,0.000591112926026172,1,0,0.996635407537962,0,0,0
MW1_BC,MW_BC,1,1703,82,84,17044,1,5,70,0,0,0.500559637934811,0.000559637934811397,0.998880724130377,0.000472594658725354,1,0,0.998880724130377,0,0,0
MW1_BC,MW_BC,1,1703,83,84,17044,1,5,83,0,0,0.469825095067447,0.030174904932553,0.939650190134894,0.000190844872441201,1,0,0.939650190134894,0,0,0
MW1_BC,MW_BC,1,1703,84,84,17044,1,5,6,1,1,0.502348620993806,0.00234862099380617,0.995302758012388,0.00244278374222154,1,0,0.995302758012388,0,0,1
MW1_BC,MW_BC,1,1703,85,85,17250,1,5,1,0,0,0.511032911538899,0.0110329115388987,0.977934176922203,0.00194329185759406,1,0,0.977934176922203,0,0,0
MW1_BC,MW_BC,1,1703,86,85,17250,1,5,23,0,0,0.499799411190044,0.000200588809956326,0.999598822380087,0.00230389244521223,1,0,0.999598822380087,0,0,0
MW1_BC,MW_BC,1,1703,87,85,17250,1,5,85,1,1,0.449907269361312,0.0500927306386879,0.899814538722624,0.00516690010800988,1,0,0.899814538722624,0,0,1
MW1_BC,MW_BC,1,1703,88,85,17250,1,5,84,0,0,0.473689615784224,0.0263103842157755,0.947379231568449,0.00290393729001505,1,0,0.947379231568449,0,0,0
MW1_BC,MW_BC,1,1703,89,85,17250,1,5,71,1,1,0.486621957561616,0.013378042438384,0.973243915123232,0.00079711036144686,1,0,0.973243915123232,0,0,1
MW1_BC,MW_BC,1,1703,90,85,17250,1,5,6,0,0,0.502956602734007,0.00295660273400689,0.994086794531986,0.000792109225766276,1,0,0.994086794531986,0,0,0
MW1_BC,MW_BC,1,1703,91,85,17250,1,5,87,1,1,0.460666175746071,0.0393338242539293,0.921332351492141,0.00471819494630567,1,0,0.921332351492141,0,0,1
MW1_BC,MW_BC,1,1703,92,86,17454,1,5,1,0,0,0.498004836868683,0.00199516313131731,0.996009673737365,0.00169187065254044,1,0,0.996009673737365,0,0,0
MW1_BC,MW_BC,1,1703,93,86,17454,1,5,22,0,0,0.500478101322261,0.000478101322260893,0.999043797355478,0.000783792119071062,1,0,0.999043797355478,0,0,0
MW1_BC,MW_BC,1,1703,94,86,17454,1,5,84,0,0,0.487019772765686,0.0129802272343135,0.974039545531373,0.00121736333903646,1,0,0.974039545531373,0,0,0
MW1_BC,MW_BC,1,1703,95,86,17454,1,5,70,1,1,0.483112482345553,0.0168875176544475,0.966224964691105,0.00127104836924009,1,0,0.966224964691105,0,0,1
MW1_BC,MW_BC,1,1703,96,86,17454,1,5,23,0,0,0.501789355372967,0.00178935537296721,0.996421289254066,9.65803825479795e-05,1,0.00927343055611352,0.996421289254066,0,0.00927343055611352,0
MW1_BC,MW_BC,1,1703,97,86,17454,1,5,83,1,1,0.502865486383572,0.00286548638357198,0.994269027232856,0.00122616650481594,1,0,0.994269027232856,0,0,1
MW1_BC,MW_BC,1,1703,98,86,17454,1,5,6,0,0,0.500510999762456,0.000510999762456055,0.998978000475088,0.00333661585421491,1,0,0.998978000475088,0,0,0
MW1_BC,MW_BC,1,1703,99,87,17662,1,5,1,0,0,0.496903083705587,0.00309691629441317,0.993806167411174,0.00229827478335072,1,0,0.993806167411174,0,0,0
MW1_BC,MW_BC,1,1703,100,87,17662,1,5,22,0,0,0.482704533093063,0.0172954669069367,0.965409066186127,0.00383858352137781,1,0,0.965409066186127,0,0,0
MW1_BC,MW_BC,1,1703,101,87,17662,1,5,19,1,1,0.512297164663995,0.0122971646639954,0.975405670672009,6.30656078474928e-05,1,0,0.975405670672009,0,0,1
MW1_BC,MW_BC,1,1703,102,87,17662,1,5,70,0,0,0.505697304058637,0.00569730405863733,0.988605391882725,0.00171754371849393,1,0,0.988605391882725,0,0,0
MW1_BC,MW_BC,1,1703,103,87,17662,1,5,84,0,0,0.477487768393464,0.0225122316065359,0.954975536786928,0.00143654474176943,1,0,0.954975536786928,0,0,0
MW1_BC,MW_BC,1,1703,104,87,17662,1,5,69,0,0,0.481664936631929,0.018335063368071,0.963329873263858,0.00024062015965088,1,0,0.963329873263858,0,0,0
MW1_BC,MW_BC,1,1703,105,87,17662,1,5,83,1,1,0.461671636367406,0.0383283636325942,0.923343272734812,0.00343067296478739,1,0,0.923343272734812,0,0,1
MW1_BC,MW_BC,1,1703,106,87,17662,1,5,82,1,1,0.49726057866509,0.00273942133490973,0.994521157330181,0.00165460811213374,1,0,0.994521157330181,0,0,1
MW1_BC,MW_BC,1,1703,107,87,17662,1,5,86,1,1,0.459559911532545,0.0404400884674554,0.919119823065089,0.00389250999769703,1,0,0.919119823065089,0,0,1
MW1_BC,MW_BC,1,1703,108,88,17874,1,5,20,1,1,0.508066565635501,0.00806656563550134,0.983866868728997,0.000817440801256165,1,0.0413805194247908,0.983866868728997,0,0.0413805194247908,1
MW1_BC,MW_BC,1,1703,109,88,17874,1,5,1,0,0,0.499834384234444,0.000165615765556293,0.999668768468887,0.00208292109555873,1,0,0.999668768468887,0,0,0
MW1_BC,MW_BC,1,1703,110,88,17874,1,5,70,1,1,0.493485723954258,0.00651427604574195,0.986971447908516,0.00024284486689392,1,0,0.986971447908516,0,0,1
MW1_BC,MW_BC,1,1703,111,88,17874,1,5,4,1,1,0.499253451685826,0.000746548314173534,0.998506903371653,0.000327807648753112,1,0,0.998506903371653,0,0,1
MW1_BC,MW_BC,1,1703,112,88,17874,1,5,69,0,0,0.480393920713899,0.0196060792861006,0.960787841427799,0.00028684878724156,1,0,0.960787841427799,0,0,0
MW1_BC,MW_BC,1,1703,113,88,17874,1,5,84,1,1,0.459949384557064,0.0400506154429363,0.919898769114127,0.00348390622927787,1,0,0.919898769114127,0,0,1
MW1_BC,MW_BC,1,1703,114,88,17874,1,5,21,1,1,0.505079493627911,0.00507949362791082,0.989841012744178,4.35080287316663e-05,1,0,0.989841012744178,0,0,1
MW1_BC,MW_BC,1,1703,115,88,17874,1,5,10,1,1,0.460657576216956,0.0393424237830439,0.921315152433912,0.00371726183756528,1,0,0.921315152433912,0,0,1
MW1_BC,MW_BC,1,1703,116,89,18078,1,5,1,0,0,0.489510444920032,0.0104895550799678,0.979020889840064,0.00136024497057436,1,0,0.979020889840064,0,0,0
MW1_BC,MW_BC,1,1703,117,89,18078,1,5,20,0,0,0.516080665649308,0.0160806656493078,0.967838668701384,0.000645114764084849,1,0,0.967838668701384,0,0,0
MW1_BC,MW_BC,1,1703,118,89,18078,1,5,21,0,0,0.498629552679344,0.00137044732065589,0.997259105358688,9.4748149580318e-05,1,0,0.997259105358688,0,0,0
MW1_BC,MW_BC,1,1703,119,89,18078,1,5,69,1,1,0.478518291007872,0.0214817089921284,0.957036582015743,0.000978221355505844,1,0,0.957036582015743,0,0,1
MW1_BC,MW_BC,1,1703,120,89,18078,1,5,84,0,0,0.500577577215838,0.000577577215838176,0.998844845568324,5.78134842253679e-05,1,0,0.998844845568324,0,0,0
MW1_BC,MW_BC,1,1703,121,89,18078,1,5,18,0,0,0.479270347720555,0.0207296522794445,0.958540695441111,0.000370525504241814,1,0,0.958540695441111,0,0,0
MW1_BC,MW_BC,1,1703,122,89,18078,1,5,6,1,1,0.503056835768759,0.00305683576875859,0.993886328462483,0.00308694711640756,1,0,0.993886328462483,0,0,1
MW1_BC,MW_BC,1,1703,123,90,18282,1,5,1,0,0,0.497650009253006,0.00234999074699399,0.995300018506012,0.000140661462609192,1,0,0.995300018506012,0,0,0
MW1_BC,MW_BC,1,1703,124,90,18282,1,5,20,0,0,0.505573526743795,0.00557352674379474,0.988852946512411,0.000139205339470437,1,0,0.988852946512411,0,0,0
MW1_BC,MW_BC,1,1703,125,90,18282,1,5,22,0,0,0.489900893450883,0.0100991065491172,0.979801786901766,0.000496386093536395,1,0.00773027227762679,0.979801786901766,0,0.00773027227762679,0
MW1_BC,MW_BC,1,1703,126,90,18282,1,5,21,0,0,0.501103390300748,0.00110339030074846,0.997793219398503,0.0001360860350729,1,0,0.997793219398503,0,0,0
MW1_BC,MW_BC,1,1703,127,90,18282,1,5,24,0,0,0.499131516042908,0.00086848395709227,0.998263032085815,0.00967920611267807,1,0,0.998263032085815,0,0,0
MW1_BC,MW_BC,1,1703,128,90,18282,1,5,69,1,1,0.473362274329972,0.0266377256700283,0.946724548659943,0.00118751830098598,1,0,0.946724548659943,0,0,1
MW1_BC,MW_BC,1,1703,129,90,18282,1,5,84,0,0,0.460941447196313,0.0390585528036868,0.921882894392626,0.00188246236203684,1,0,0.921882894392626,0,0,0
MW1_BC,MW_BC,1,1703,130,90,18282,1,5,41,1,1,0.514428112032558,0.0144281120325584,0.971143775934883,0.000409361307977575,1,0,0.971143775934883,0,0,1
MW1_BC,MW_BC,1,1703,131,90,18282,1,5,10,0,0,0.495163775245417,0.00483622475458301,0.990327550490834,0.000257744104004778,1,0,0.990327550490834,0,0,0
MW1_BC,MW_BC,1,1703,132,90,18282,1,5,6,0,0,0.483807644246911,0.0161923557530888,0.967615288493822,0.000310933863444055,1,0,0.967615288493822,0,0,0
MW1_BC,MW_BC,1,1703,133,91,18486,1,5,1,0,0,0.499291960024293,0.000708039975707064,0.998583920048586,0.000129775260692345,1,0,0.998583920048586,0,0,0
MW1_BC,MW_BC,1,1703,134,91,18486,1,5,19,0,0,0.487690556770222,0.0123094432297783,0.975381113540443,0.000135997089202299,1,0,0.975381113540443,0,0,0
MW1_BC,MW_BC,1,1703,135,91,18486,1,5,18,0,0,0.49645815649863,0.00354184350137032,0.992916312997259,0.000313865579239968,1,0,0.992916312997259,0,0,0
MW1_BC,MW_BC,1,1703,136,91,18486,1,5,84,0,0,0.458362181282162,0.0416378187178377,0.916724362564325,0.00150775656676945,1,0,0.916724362564325,0,0,0
MW1_BC,MW_BC,1,1703,137,91,18486,1,5,23,0,0,0.499381183185402,0.000618816814597578,0.998762366370805,0.0101255713277995,1,0,0.998762366370805,0,0,0
MW1_BC,MW_BC,1,1703,138,91,18486,1,5,20,0,0,0.499255347077714,0.000744652922285927,0.998510694155428,8.78798031466659e-05,1,0,0.998510694155428,0,0,0
MW1_BC,MW_BC,1,1703,139,91,18486,1,5,68,1,1,0.474360363117108,0.0256396368828917,0.948720726234217,0.00136674230256541,1,0,0.948720726234217,0,0,1
MW1_BC,MW_BC,1,1703,140,91,18486,1,5,40,1,1,0.489002228897119,0.010997771102881,0.978004457794238,0.000188674732914756,1,0,0.978004457794238,0,0,1
MW1_BC,MW_BC,1,1703,141,92,18688,1,5,1,0,0,0.501661378626258,0.00166137862625815,0.996677242747484,8.68412631541449e-05,1,0,0.996677242747484,0,0,0
MW1_BC,MW_BC,1,1703,142,92,18688,1,5,19,0,0,0.489649466633615,0.0103505333663852,0.97929893326723,9.21855494127491e-05,1,0,0.97929893326723,0,0,0
MW1_BC,MW_BC,1,1703,143,92,18688,1,5,18,0,0,0.50132156490226,0.00132156490225965,0.997356870195481,0.00034040530043168,1,0,0.997356870195481,0,0,0
MW1_BC,MW_BC,1,1703,144,92,18688,1,5,23,0,0,0.462749328497794,0.0372506715022056,0.925498656995589,0.00174068370829261,1,0,0.925498656995589,0,0,0
MW1_BC,MW_BC,1,1703,145,92,18688,1,5,20,0,0,0.497793678418761,0.00220632158123851,0.995587356837523,9.67445924900843e-05,1,0,0.995587356837523,0,0,0
MW1_BC,MW_BC,1,1703,146,92,18688,1,5,68,1,1,0.470939222072607,0.0290607779273925,0.941878444145215,0.00237916467801858,1,0,0.941878444145215,0,0,1
MW1_BC,MW_BC,1,1703,147,92,18688,1,5,40,0,0,0.504674665369063,0.00467466536906314,0.990650669261874,0.000433656817625001,1,0,0.990650669261874,0,0,0
MW1_BC,MW_BC,1,1703,148,93,18892,1,5,1,0,0,0.500479614031533,0.000479614031532738,0.999040771936935,0.000408665308994274,1,0,0.999040771936935,0,0,0
MW1_BC,MW_BC,1,1703,149,93,18892,1,5,17,1,1,0.495984447377733,0.00401555262226677,0.991968894755466,0.000159102456287086,1,0,0.991968894755466,0,0,1
MW1_BC,MW_BC,1,1703,150,93,18892,1,5,19,0,0,0.503742077601244,0.00374207760124357,0.992515844797513,6.95988735513039e-05,1,0,0.992515844797513,0,0,0
MW1_BC,MW_BC,1,1703,151,93,18892,1,5,20,0,0,0.496078677153372,0.00392132284662788,0.992157354306744,0.000403068642156276,1,0,0.992157354306744,0,0,0
MW1_BC,MW_BC,1,1703,152,93,18892,1,5,23,1,1,0.525980897400794,0.0259808974007937,0.948038205198413,0.0112950729461166,1,0,0.948038205198413,0,0,1
MW1_BC,MW_BC,1,1703,153,93,18892,1,5,68,0,0,0.484369783338623,0.0156302166613768,0.968739566677246,0.00356991535244048,1,0,0.968739566677246,0,0,0
MW1_BC,MW_BC,1,1703,154,94,19096,1,5,1,0,0,0.49279383664957,0.00720616335043012,0.98558767329914,0.000865512512438928,1,0,0.98558767329914,0,0,0
MW1_BC,MW_BC,1,1703,155,94,19096,1,5,17,0,0,0.502931430357839,0.00293143035783894,0.994137139284322,0.000150527378275858,1,0,0.994137139284322,0,0,0
MW1_BC,MW_BC,1,1703,156,94,19096,1,5,20,0,0,0.486526253077641,0.0134737469223594,0.973052506155281,0.000995325995970917,1,0,0.973052506155281,0,0,0
MW1_BC,MW_BC,1,1703,157,94,19096,1,5,19,0,0,0.494249451141977,0.00575054885802267,0.988498902283955,0.000297712635495708,1,0,0.988498902283955,0,0,0
MW1_BC,MW_BC,1,1703,158,94,19096,1,5,22,1,1,0.480828331892186,0.0191716681078135,0.961656663784373,0.000669625673849151,1,0,0.961656663784373,0,0,1
MW1_BC,MW_BC,1,1703,159,94,19096,1,5,81,1,1,0.473217800063444,0.0267821999365562,0.946435600126888,0.00123728062375433,1,0,0.946435600126888,0,0,1
MW1_BC,MW_BC,1,1703,160,95,19300,1,5,1,0,0,0.501323984348626,0.00132398434862557,0.997352031302749,0.000705579172502232,1,0,0.997352031302749,0,0,0
MW1_BC,MW_BC,1,1703,161,95,19300,1,5,17,0,0,0.494725840990552,0.00527415900944783,0.989451681981104,0.000168135770220562,1,0,0.989451681981104,0,0,0
MW1_BC,MW_BC,1,1703,162,95,19300,1,5,19,0,0,0.509003054635496,0.00900305463549589,0.981993890729008,5.38375437047103e-07,1,0,0.981993890729008,0,0,0
MW1_BC,MW_BC,1,1703,163,95,19300,1,5,68,1,1,0.477390299515742,0.0226097004842578,0.954780599031484,0.00383049697629939,1,0,0.954780599031484,0,0,1
