variant,archiveParetoFilterMode,archivePairDirectionMode,archiveSourceCapMode,archivePairRefMode,trainFilterMode,conditionKNNRetainRatio,trainFilterRandomSeed,conditionMode,targetRealLabelMode,generatorMode,ganCriticMode,generatorLossMode,problem,family,run,seed,status,error_message,N,D,maxFE,trainGap,nGen,zDim,perRef,nearTau,ganIter,probeRawN,stageProbeN,ganDPretrainIter,ganDSteps,ganGSteps,archiveGap,ganArchMode,ganMiniBatch,ganRealLabel,ganLrD,ganLrG,ganTrainMode,target_text,runtime,IGD,HV,Feasible_rate,finalFE,finalPopCount,finalFeasibleCount,finalFeasibleRateManual,finalBestCount,final_AF_size,final_AI_size,final_AF_ref_count,final_AF_ref_cov,final_Gap_obj_med,final_Train_AF_count,final_archive_filter_candidate_count,final_archive_filter_keep_count,final_archive_filter_keep_ratio,final_archive_pair_direction_candidate_count,final_archive_pair_direction_keep_count,final_archive_pair_direction_keep_ratio,final_archive_pair_ref_candidate_count,final_archive_pair_ref_keep_count,final_archive_pair_ref_keep_ratio,final_train_ref_count,final_train_ref_cov,final_target_triple_ready,final_target_pair_count,final_target_triple_count,final_target_condition_dim,final_target_condition_mode_code,final_target_ref_token_dim,final_target_direction_norm_mean,final_target_filter_mode_code,final_target_filter_pre_count,final_target_filter_post_count,final_target_filter_retain_ratio,final_target_filter_pre_ref_count,final_target_filter_pre_ref_cov,final_target_filter_post_ref_count,final_target_filter_post_ref_cov,final_condition_knn_k,final_condition_knn_decision_spread_mean,final_condition_knn_decision_spread_median,final_condition_knn_decision_spread_p90,final_pair_ai_dom_count,final_pair_mutual_nd_count,final_pair_af_dom_count,final_pair_ai_dom_ratio,final_pair_mutual_nd_ratio,final_train_direction_candidate_count,final_train_direction_keep_count,final_train_direction_retain_ratio,final_train_direction_mode_code,final_train_weight_count,final_train_weight_min,final_train_weight_mean,final_train_weight_max,final_boundary_quality_label_count,final_boundary_quality_label_mean,final_boundary_quality_label_median,final_boundary_quality_label_p10,final_boundary_quality_label_p90,final_boundary_quality_label_min,final_boundary_quality_label_max,final_target_mismatch_count,final_target_mismatch_identity_count,final_target_mismatch_batch_count,final_target_mismatch_identity_rate,final_gan_d_diag_status,final_gan_d_diag_count,final_gan_d_real_count,final_gan_d_ai_count,final_gan_d_fake_count,final_gan_d_mismatch_count,final_gan_d_uniform_count,final_gan_d_real_prob_mean,final_gan_d_ai_prob_mean,final_gan_d_fake_prob_mean,final_gan_d_mismatch_prob_mean,final_gan_d_uniform_prob_mean,final_gan_d_prob_gap,final_gan_d_confusion_abs_margin,final_gan_d_real_acc,final_gan_d_ai_acc,final_gan_d_fake_acc,final_gan_d_mismatch_acc,final_gan_d_uniform_acc,final_gan_d_bal_acc,final_BoundaryHit_all,final_ObjInterfaceScore,final_RefCov,final_DuplicateRate,final_GAN_to_Segment_Dist50,final_GAN_to_Segment_Dist90,final_GAN_to_Decision_Segment_Dist50,final_GAN_to_Decision_Segment_Dist90,final_GAN_to_AF_Dist90,final_AF_Cover_epsilon,final_AF_CoverEpsilon,final_PairCover_epsilon,final_PairCoverEpsilon,final_LargestClusterRate_epsilon,final_EffectiveClusterCount_epsilon,final_ClusterEpsilon,final_RawGANOutsideStandardRangeCount,final_RawGANFeasibleRate,final_InjectedCount,final_GAN_to_AF_ObjNN_mean,final_GAN_to_AF_ObjNN_median,final_GAN_to_AF_ObjNN_p90,final_GAN_to_AF_DecNN_mean,final_GAN_to_AF_DecNN_median,final_GAN_to_AF_DecNN_p90,final_RawGANVarClipRate,core_metrics_file,stage_metrics_file,snapshot_count,snapshot_folder,snapshot_manifest_file
C4_keep60,ref_af_nd,af_not_dominates_ai,none,neighbor4,condition_knn,0.6,2,yt_dt,binary,objective_target_conditioned,target_conditioned,conditional_adversarial,DASCMOP5_BC,DASCMOP_BC,2,2,ok,,100,30,100000,1,50,4,5,0.2,50,0,200,0,1,1,1,g2sl,64,0.9,0.0001,0.0001,epoch,,393.491099708333,0.00466665239204615,0.34912750487932,1,100100,100,100,1,100,155,155,75,0.75,NaN,NaN,158,155,0.981012658227848,155,155,1,155,155,1,47,0.47,1,155,93,4,0,0,0.0105868225346037,1,155,93,0.6,75,0.75,47,0.47,5,0.0860275886857143,0.0707622232350096,0.188932707875235,87,68,0,0.561290322580645,0.438709677419355,155,93,0.6,0,0,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,4650,0,100,0,1,100,100,100,100,100,100,0.597331743985415,0.00600654369807475,0.292218875065446,0.026558492268733,0,0.305112868919969,0.152556434459984,0.76,1,0.98,0.99,1,0.946,0.02,0.000123611899794088,0.31,0,1.13452236547246,3.01359532825711,0.00385843821056212,0.00586097017879195,3.01359532825711,0.00645161290322581,0.05,0.00645161290322581,0.05,0.02,50,0.05,28,0.12,6,1.52617584871691,1.16775216487354,3.01359532825711,0.00582405646933214,0.00561352796927636,0.00847067562683956,0,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CCMO_GAN_BDG/CCMO_GAN_BDG_DASCMOP5_BC_run2_tpad94b082_012a_4f9f_8271_e1734bc972af/core_metrics.csv,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CCMO_GAN_BDG/CCMO_GAN_BDG_DASCMOP5_BC_run2_tpad94b082_012a_4f9f_8271_e1734bc972af/stage_metrics.csv,0,,
C4_keep60,ref_af_nd,af_not_dominates_ai,none,neighbor4,condition_knn,0.6,3,yt_dt,binary,objective_target_conditioned,target_conditioned,conditional_adversarial,DASCMOP5_BC,DASCMOP_BC,3,3,ok,,100,30,100000,1,50,4,5,0.2,50,0,200,0,1,1,1,g2sl,64,0.9,0.0001,0.0001,epoch,,316.648514375,0.0146291088258845,0.342141096590814,1,100150,100,100,1,100,64,64,57,0.57,NaN,NaN,70,66,0.942857142857143,66,65,0.984848484848485,65,64,0.984615384615385,35,0.35,1,64,39,4,0,0,0.0219287112354112,1,64,39,0.609375,57,0.57,35,0.35,5,0.0935772062305669,0.0875675886276761,0.135871993375577,27,37,0,0.421875,0.578125,64,39,0.609375,0,0,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,1950,0,50,0,1,100,100,100,100,100,100,0.546574112772942,0.0192839961224606,0.415717019736767,0.0370952276628995,4.53604167614011e-20,0.130857093036175,0.0654285465180874,0.72,1,0.78,0.98,1,0.896,0,0,0.27,0,3.0086148107133,8.06402483392963,0.00782714012736278,0.0158971718010659,8.0940359928718,0,0.05,0,0.05,0.06,41.6666666666667,0.05,48,0,0,3.96012736828919,3.05419976483586,8.0940359928718,0.0100954298349025,0.00979862867317983,0.0159081800150544,0,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CCMO_GAN_BDG/CCMO_GAN_BDG_DASCMOP5_BC_run3_tpbf0a1d64_d96b_4a11_9706_cebbd380a623/core_metrics.csv,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CCMO_GAN_BDG/CCMO_GAN_BDG_DASCMOP5_BC_run3_tpbf0a1d64_d96b_4a11_9706_cebbd380a623/stage_metrics.csv,0,,
C4_keep60,ref_af_nd,af_not_dominates_ai,none,neighbor4,condition_knn,0.6,1,yt_dt,binary,objective_target_conditioned,target_conditioned,conditional_adversarial,LIRCMOP5_BC,LIRCMOP_BC,1,1,ok,,100,30,100000,1,50,4,5,0.2,50,0,200,0,1,1,1,g2sl,64,0.9,0.0001,0.0001,epoch,,560.581626625,0.0570710491332169,0.270235239677246,1,100200,100,100,1,100,39,39,33,0.33,NaN,NaN,152,142,0.934210526315789,142,43,0.302816901408451,43,39,0.906976744186046,22,0.22,1,39,24,4,0,0,0.0423234132759965,1,39,24,0.615384615384615,33,0.33,22,0.22,5,0.483654575064861,0.498579009778848,0.801557686891208,14,25,0,0.358974358974359,0.641025641025641,39,24,0.615384615384615,0,0,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,1200,0,50,0,1,100,100,100,100,100,100,0.345949168801308,0.120422227039729,0.311438120156527,0.156170286361784,3.57510600926917e-08,0.0345110486447811,0.171306355521083,0.08,0.99,0.93,1,1,0.8,0.08,2.30892251741091e-05,0.44,0,0.141604205865312,0.290533473331987,0.0407281966228362,0.0498171758176184,0.290583405696961,0.256410256410256,0.05,0.256410256410256,0.05,0.2,10.3305785123967,0.05,0,0.08,4,0.169603777413629,0.153285279509269,0.290583405696961,0.0455332930432748,0.0443791766321772,0.0546803845158616,0,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CCMO_GAN_BDG/CCMO_GAN_BDG_LIRCMOP5_BC_run1_tp97c1cc54_2549_4420_928c_3ad7c865b77c/core_metrics.csv,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CCMO_GAN_BDG/CCMO_GAN_BDG_LIRCMOP5_BC_run1_tp97c1cc54_2549_4420_928c_3ad7c865b77c/stage_metrics.csv,0,,
C4_keep60,ref_af_nd,af_not_dominates_ai,none,neighbor4,condition_knn,0.6,2,yt_dt,binary,objective_target_conditioned,target_conditioned,conditional_adversarial,LIRCMOP5_BC,LIRCMOP_BC,2,2,ok,,100,30,100000,1,50,4,5,0.2,50,0,200,0,1,1,1,g2sl,64,0.9,0.0001,0.0001,epoch,,371.498017666667,0.0736886400471798,0.267995786763785,1,100050,100,100,1,100,50,50,36,0.36,NaN,NaN,175,169,0.965714285714286,169,53,0.313609467455621,53,50,0.943396226415094,22,0.22,1,50,30,4,0,0,0.0311817329504588,1,50,30,0.6,36,0.36,22,0.22,5,0.476616890306519,0.444667407553936,0.838752325412235,19,31,0,0.38,0.62,50,30,0.6,0,0,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,1500,0,50,0,1,100,100,100,100,100,100,0.44974315226078,0.108796393583531,0.354752544872463,0.203199411020348,2.5535971697112e-09,0.0949906073883175,0.0977521514333785,0.22,0.98,0.95,1,1,0.83,0.06,0.000514824221083725,0.35,0,0.104458753694815,0.247570879752122,0.0306562613409533,0.048177545836822,0.248743204701275,0.32,0.05,0.46,0.05,0.24,7.96178343949044,0.05,1,0.2,10,0.144907903187892,0.107448573747951,0.248743204701275,0.0368337963267135,0.0348786368089719,0.0506620544621799,0,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CCMO_GAN_BDG/CCMO_GAN_BDG_LIRCMOP5_BC_run2_tp7b0e0bbb_b308_4753_9e7d_c1b3c2d98863/core_metrics.csv,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CCMO_GAN_BDG/CCMO_GAN_BDG_LIRCMOP5_BC_run2_tp7b0e0bbb_b308_4753_9e7d_c1b3c2d98863/stage_metrics.csv,0,,
C4_keep60,ref_af_nd,af_not_dominates_ai,none,neighbor4,condition_knn,0.6,3,yt_dt,binary,objective_target_conditioned,target_conditioned,conditional_adversarial,LIRCMOP5_BC,LIRCMOP_BC,3,3,ok,,100,30,100000,1,50,4,5,0.2,50,0,200,0,1,1,1,g2sl,64,0.9,0.0001,0.0001,epoch,,537.714423833333,0.0359366818197916,0.277179852704781,1,100000,100,100,1,100,41,41,29,0.29,NaN,NaN,138,133,0.963768115942029,133,42,0.315789473684211,42,41,0.976190476190476,16,0.16,1,41,25,4,0,0,0.0762200277882867,1,41,25,0.609756097560976,29,0.29,16,0.16,5,0.265713652383601,0.200856998167613,0.430295860618689,8,33,0,0.195121951219512,0.804878048780488,41,25,0.609756097560976,0,0,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,1250,0,50,0,1,100,100,100,100,100,100,0.463905797898769,0.0718973095161789,0.313745910301805,0.208211221819704,9.84837038573558e-07,0.150159887596965,0.111174145899713,0.31,1,0.99,0.98,1,0.856,0.24,2.72222520666066e-05,0.4,0,0.147836578732012,0.399065191165013,0.0279327798551867,0.0382755857056971,0.453527784206217,0.292682926829268,0.05,0.48780487804878,0.05,0.14,14.7058823529412,0.05,0,0.1,5,0.229362947567422,0.234085174988466,0.453527784206217,0.0337657726271022,0.0352941725016113,0.0432581521793576,0,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CCMO_GAN_BDG/CCMO_GAN_BDG_LIRCMOP5_BC_run3_tp0ee359ef_7d83_4fbf_9d68_a037943e752f/core_metrics.csv,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CCMO_GAN_BDG/CCMO_GAN_BDG_LIRCMOP5_BC_run3_tp0ee359ef_7d83_4fbf_9d68_a037943e752f/stage_metrics.csv,0,,
C4_keep60,ref_af_nd,af_not_dominates_ai,none,neighbor4,condition_knn,0.6,1,yt_dt,binary,objective_target_conditioned,target_conditioned,conditional_adversarial,LIRCMOP6_BC,LIRCMOP_BC,1,1,ok,,100,30,100000,1,50,4,5,0.2,50,0,200,0,1,1,1,g2sl,64,0.9,0.0001,0.0001,epoch,,616.665095041667,0.0499856823367748,0.175070616022597,1,100050,100,100,1,100,58,58,21,0.21,NaN,NaN,149,143,0.959731543624161,143,68,0.475524475524476,68,58,0.852941176470588,17,0.17,1,58,35,4,0,0,0.032476897758867,1,58,35,0.603448275862069,21,0.21,17,0.17,5,0.455270350414176,0.384051077281185,0.807324175298512,32,26,0,0.551724137931034,0.448275862068966,58,35,0.603448275862069,0,0,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,1750,0,50,0,1,100,100,100,100,100,100,0.421058188080788,0.108764878948763,0.330542753785849,0.25512708433041,0.000112571709248748,0.090515434294939,0.124199529066682,0.08,1,1,1,1,0.816,0.08,2.70620148646061e-08,0.32,0,0.107844171174903,0.204641637460373,0.0410554794192873,0.0680387699012482,0.21747696192009,0.620689655172414,0.05,0.620689655172414,0.05,0.42,4.49640287769784,0.05,3,0.28,14,0.128147906539935,0.112761112418059,0.21747696192009,0.0500235683221668,0.0437530563169452,0.0710493657670745,0,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CCMO_GAN_BDG/CCMO_GAN_BDG_LIRCMOP6_BC_run1_tpd06e359d_0586_41bc_b762_821418f90e2d/core_metrics.csv,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CCMO_GAN_BDG/CCMO_GAN_BDG_LIRCMOP6_BC_run1_tpd06e359d_0586_41bc_b762_821418f90e2d/stage_metrics.csv,0,,
C4_keep60,ref_af_nd,af_not_dominates_ai,none,neighbor4,condition_knn,0.6,2,yt_dt,binary,objective_target_conditioned,target_conditioned,conditional_adversarial,LIRCMOP6_BC,LIRCMOP_BC,2,2,ok,,100,30,100000,1,50,4,5,0.2,50,0,200,0,1,1,1,g2sl,64,0.9,0.0001,0.0001,epoch,,677.184516166667,0.13055412376235,0.1336692637462,1,100050,100,100,1,100,135,135,59,0.59,NaN,NaN,216,206,0.953703703703704,206,146,0.70873786407767,146,135,0.924657534246575,42,0.42,1,135,81,4,0,0,0.0130233784320872,1,135,81,0.6,59,0.59,42,0.42,5,0.434243001998083,0.353942056138742,0.729276507647063,69,66,0,0.511111111111111,0.488888888888889,135,81,0.6,0,0,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,4050,0,100,0,1,100,100,100,100,100,100,0.375319619178772,0.102706081601636,0.342310611903667,0.134074980988867,0.0103390949690044,0.0330090072751045,0.14118488445878,0.05,0.96,1,1,0.99,0.8,0.24,0.00654545970744293,0.36,0,0.044913915440779,0.123495953857363,0.03100782787452,0.0417217784244146,0.123495953857363,0.674074074074074,0.05,0.755555555555556,0.05,0.46,4.22297297297297,0.05,0,0.32,16,0.0643577623588694,0.0506356319356668,0.123495953857363,0.0354604746964418,0.0355479404698009,0.0471159830142615,0,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CCMO_GAN_BDG/CCMO_GAN_BDG_LIRCMOP6_BC_run2_tp3ca270c2_d786_427f_8285_90ddb2303350/core_metrics.csv,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CCMO_GAN_BDG/CCMO_GAN_BDG_LIRCMOP6_BC_run2_tp3ca270c2_d786_427f_8285_90ddb2303350/stage_metrics.csv,0,,
C4_keep60,ref_af_nd,af_not_dominates_ai,none,neighbor4,condition_knn,0.6,3,yt_dt,binary,objective_target_conditioned,target_conditioned,conditional_adversarial,LIRCMOP6_BC,LIRCMOP_BC,3,3,ok,,100,30,100000,1,50,4,5,0.2,50,0,200,0,1,1,1,g2sl,64,0.9,0.0001,0.0001,epoch,,590.271094041666,0.253395610483641,0.111947504105404,1,100200,100,100,1,44,184,184,82,0.82,NaN,NaN,199,186,0.934673366834171,186,184,0.989247311827957,184,184,1,59,0.59,1,184,111,4,0,0,0.0103668855527337,1,184,111,0.603260869565217,82,0.82,59,0.59,5,0.471369467906057,0.455200758017697,0.693751126765105,103,81,0,0.559782608695652,0.440217391304348,184,111,0.603260869565217,0,0,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,5550,0,100,0,1,100,100,100,100,100,100,0.337727622240782,0.05471069164884,0.329387052208185,0.173077716701418,1.03292897821539e-05,0.00834057003259658,0.166442662775517,0.03,1,0.99,1,1,0.804,0.08,0.00040312346744266,0.38,0,0.107466360144712,0.361220993652775,0.0410865221055351,0.0610024975452821,0.361220993652775,0.402173913043478,0.05,0.472826086956522,0.05,0.06,33.7837837837838,0.05,0,0.32,16,0.166114463921336,0.109669033973609,0.361220993652775,0.0469097191461171,0.0432320091466267,0.0671477016164014,0,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CCMO_GAN_BDG/CCMO_GAN_BDG_LIRCMOP6_BC_run3_tpd05b60c5_3c40_4d4d_af1c_39e90d8e6d62/core_metrics.csv,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CCMO_GAN_BDG/CCMO_GAN_BDG_LIRCMOP6_BC_run3_tpd05b60c5_3c40_4d4d_af1c_39e90d8e6d62/stage_metrics.csv,0,,
C4_keep60,ref_af_nd,af_not_dominates_ai,none,neighbor4,condition_knn,0.6,1,yt_dt,binary,objective_target_conditioned,target_conditioned,conditional_adversarial,LIRCMOP7_BC,LIRCMOP_BC,1,1,ok,,100,30,100000,1,50,4,5,0.2,50,0,200,0,1,1,1,g2sl,64,0.9,0.0001,0.0001,epoch,,615.184126208333,0.00918813216111745,0.292972152141171,1,100200,100,100,1,100,205,205,92,0.92,NaN,NaN,223,206,0.923766816143498,206,206,1,206,206,1,60,0.6,1,205,123,4,0,0,0.00578220278144825,1,205,123,0.6,92,0.92,60,0.6,5,0.470250935141526,0.366932894220114,0.912449948496665,139,66,0,0.678048780487805,0.321951219512195,205,123,0.6,0,0,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,6150,0,100,0,1,100,100,100,100,100,100,0.407185815423727,0.103224866151547,0.395970014631748,0.192543464680539,7.3595996904205e-05,0.0112158007919789,0.0984220849722624,0.05,1,0.96,0.98,1,0.798,0.06,2.32833796201264e-06,0.37,0,0.0766654462107836,0.206039412735992,0.0345718326435111,0.0552328209921839,0.206039412735992,0.365853658536585,0.05,0.385365853658537,0.05,0.32,6.00961538461538,0.05,0,0.3,15,0.100497080299099,0.0768372903866574,0.206039412735992,0.0397852631774622,0.0374437065741352,0.0566789164880654,0,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CCMO_GAN_BDG/CCMO_GAN_BDG_LIRCMOP7_BC_run1_tpc7773619_1549_41dc_a0ce_2ee010ad8047/core_metrics.csv,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CCMO_GAN_BDG/CCMO_GAN_BDG_LIRCMOP7_BC_run1_tpc7773619_1549_41dc_a0ce_2ee010ad8047/stage_metrics.csv,0,,
C4_keep60,ref_af_nd,af_not_dominates_ai,none,neighbor4,condition_knn,0.6,2,yt_dt,binary,objective_target_conditioned,target_conditioned,conditional_adversarial,LIRCMOP7_BC,LIRCMOP_BC,2,2,ok,,100,30,100000,1,50,4,5,0.2,50,0,200,0,1,1,1,g2sl,64,0.9,0.0001,0.0001,epoch,,728.712887,0.0125063586176711,0.291124219138894,1,100000,100,100,1,100,225,225,98,0.98,NaN,NaN,239,227,0.949790794979079,227,225,0.991189427312775,225,225,1,69,0.69,1,225,135,4,0,0,0.00919480658307946,1,225,135,0.6,98,0.98,69,0.69,5,0.3952807304913,0.318401134115591,0.743173936210942,124,101,0,0.551111111111111,0.448888888888889,225,135,0.6,0,0,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,6750,0,150,0,1,100,100,100,100,100,100,0.467445915490389,0.0799604202783812,0.399792340993881,0.0872321969018316,1.944012160348e-05,0.0676535744965077,0.0663808717578649,0.28,1,0.9,1,1,0.836,0.2,4.87582590155115e-07,0.35,0,0.0197075336527821,0.104812950943077,0.0103413180696491,0.0336131612869416,0.104812950943077,0.737777777777778,0.05,0.737777777777778,0.05,0.28,6.51041666666667,0.05,0,0.14,7,0.0521131902402753,0.0214143748953199,0.104812950943077,0.0191557564930264,0.0123712924203793,0.0402507188923714,0,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CCMO_GAN_BDG/CCMO_GAN_BDG_LIRCMOP7_BC_run2_tp80bbb35f_a542_4c96_8cfb_88607100d875/core_metrics.csv,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CCMO_GAN_BDG/CCMO_GAN_BDG_LIRCMOP7_BC_run2_tp80bbb35f_a542_4c96_8cfb_88607100d875/stage_metrics.csv,0,,
C4_keep60,ref_af_nd,af_not_dominates_ai,none,neighbor4,condition_knn,0.6,3,yt_dt,binary,objective_target_conditioned,target_conditioned,conditional_adversarial,LIRCMOP7_BC,LIRCMOP_BC,3,3,ok,,100,30,100000,1,50,4,5,0.2,50,0,200,0,1,1,1,g2sl,64,0.9,0.0001,0.0001,epoch,,697.210297583333,0.00838790812036538,0.293554942178649,1,100050,100,100,1,100,245,245,98,0.98,NaN,NaN,253,245,0.968379446640316,245,245,1,245,245,1,77,0.77,1,245,147,4,0,0,0.00605248364057978,1,245,147,0.6,98,0.98,77,0.77,5,0.532635833782028,0.477429055244416,0.819848442558631,145,100,0,0.591836734693878,0.408163265306122,245,147,0.6,0,0,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,7350,0,150,0,1,100,100,100,100,100,100,0.434485740959644,0.0635460764810008,0.431284557878971,0.115033426417247,2.19288300769778e-05,0.00320118308067324,0.0671148505806923,0.17,1,0.88,0.96,1,0.802,0.12,5.84413158146704e-05,0.41,0,0.102168622150965,0.209917402210995,0.0328702294351852,0.047908936616452,0.212385020918931,0.485714285714286,0.05,0.497959183673469,0.05,0.1,24.0384615384616,0.05,0,0.16,8,0.115240082813764,0.105088065528104,0.212385020918931,0.0391628190850448,0.0372298485655775,0.0559420307136269,0,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CCMO_GAN_BDG/CCMO_GAN_BDG_LIRCMOP7_BC_run3_tpcebf21d8_926a_4485_84bd_81f8762fb64f/core_metrics.csv,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CCMO_GAN_BDG/CCMO_GAN_BDG_LIRCMOP7_BC_run3_tpcebf21d8_926a_4485_84bd_81f8762fb64f/stage_metrics.csv,0,,
C4_keep60,ref_af_nd,af_not_dominates_ai,none,neighbor4,condition_knn,0.6,1,yt_dt,binary,objective_target_conditioned,target_conditioned,conditional_adversarial,LIRCMOP8_BC,LIRCMOP_BC,1,1,ok,,100,30,100000,1,50,4,5,0.2,50,0,200,0,1,1,1,g2sl,64,0.9,0.0001,0.0001,epoch,,561.204968583334,0.0100337542279606,0.292618698381415,1,100050,100,100,1,100,256,256,94,0.94,NaN,NaN,279,264,0.946236559139785,264,264,1,264,263,0.996212121212121,80,0.8,1,256,154,4,0,0,0.00604538774381294,1,256,154,0.6015625,94,0.94,80,0.8,5,0.351085192812546,0.339525631864933,0.502141382113122,160,96,0,0.625,0.375,256,154,0.6015625,0,0,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,7700,0,150,0,1,100,100,100,100,100,100,0.476153562664986,0.0800435200014899,0.443350465297699,0.135410723736943,2.9431682483934e-10,0.0328030973672867,0.0402479860186577,0.36,0.99,0.77,0.94,1,0.812,0.2,2.19174500436352e-05,0.38,0,0.0301118506915546,0.0930724604862933,0.0262426190208388,0.0380524191521357,0.0930724604862933,0.70703125,0.05,0.71875,0.05,0.6,2.65392781316348,0.05,0,0.16,8,0.0630267475230682,0.0337033517051622,0.0930724604862933,0.0318442068885823,0.0306913162303374,0.0406798115308091,0,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CCMO_GAN_BDG/CCMO_GAN_BDG_LIRCMOP8_BC_run1_tp698258bd_cae0_4040_9b13_997516276357/core_metrics.csv,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CCMO_GAN_BDG/CCMO_GAN_BDG_LIRCMOP8_BC_run1_tp698258bd_cae0_4040_9b13_997516276357/stage_metrics.csv,0,,
C4_keep60,ref_af_nd,af_not_dominates_ai,none,neighbor4,condition_knn,0.6,2,yt_dt,binary,objective_target_conditioned,target_conditioned,conditional_adversarial,LIRCMOP8_BC,LIRCMOP_BC,2,2,ok,,100,30,100000,1,50,4,5,0.2,50,0,200,0,1,1,1,g2sl,64,0.9,0.0001,0.0001,epoch,,578.892542,0.0151726930246474,0.289869503157657,1,100150,100,100,1,100,162,162,85,0.85,NaN,NaN,184,165,0.896739130434783,165,163,0.987878787878788,163,163,1,54,0.54,1,162,98,4,0,0,0.0164792846574644,1,162,98,0.604938271604938,85,0.85,54,0.54,5,0.341238563821621,0.29589532160968,0.570294840107586,83,79,0,0.512345679012346,0.487654320987654,162,98,0.604938271604938,0,0,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,4900,0,100,0,1,100,100,100,100,100,100,0.379408604800701,0.0438760993333845,0.339102743864059,0.12148949849243,5.39798147052995e-05,0.0403058609366417,0.14074432566762,0.07,0.99,0.99,0.99,1,0.808,0.58,0.0531712086408911,0.36,0,0.0174359779802938,0.112822981383088,0.0254905911793565,0.0320345752247679,0.112822981383088,0.703703703703704,0.05,0.728395061728395,0.05,0.34,4.34027777777778,0.05,2,0.32,16,0.0419086364641509,0.0181205727140827,0.112822981383088,0.0297721054891426,0.0292966701905776,0.0367133296491562,0,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CCMO_GAN_BDG/CCMO_GAN_BDG_LIRCMOP8_BC_run2_tp2920823c_1f4d_4483_92b8_07f1d56a1a7f/core_metrics.csv,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CCMO_GAN_BDG/CCMO_GAN_BDG_LIRCMOP8_BC_run2_tp2920823c_1f4d_4483_92b8_07f1d56a1a7f/stage_metrics.csv,0,,
