setting,variant,condition_mode,advWeight,reconstructionWeight,nGen,zDim,ganIter,ganMiniBatch,trainMode,trainZMode,sampleZMode,maxCandidatePairsPerRef,boundaryTargetMode,networkPreset,generatorHidden,discriminatorHidden,problem,run,target_FE,actual_FE,gen,bmem_count,boundary_count,bmem_ref_coverage,finite_gap_count,inf_gap_count,median_gap,max_gap,train_count,query_count,condition_dim,train_param_ratio,gan_sample_reuse,train_pair_dec_dist50,train_pair_dec_dist90,train_tau_iqr,train_tau_range,train_tau_nonzero_rate,train_x_rec90,train_y_rec90,sample_z_mode,missing_ref_query_count,large_gap_query_count,raw_generated_count,feasible_generated_count,generated_per_train,boundary_dist50,boundary_dist90,query_width90,segment_width90,segment_width90_ratio,side_rate,pair_margin50,ref_cover,query_obj_dist50,query_obj_dist90,missing_ref_query_obj_dist90,large_gap_query_obj_dist90,feasible_rate,boundary_sample_current_count,boundary_sample_prev_pair_count,boundary_sample_merged_count,boundary_sample_finite_count,boundary_feasible_count,boundary_infeasible_count,boundary_main_feasible_count,boundary_ref_with_main_feasible_count,boundary_ref_with_neighbor_infeasible_count,boundary_ref_pairable_count,boundary_pair_distance_count,boundary_pair_dominated_skip_count,boundary_pair_appended_count,boundary_candidate_raw_count,boundary_candidate_finite_count,boundary_candidate_pareto_count,boundary_candidate_gap_count,boundary_candidate_dedup_count,boundary_candidate_final_count,dataset_bmem_input_count,dataset_valid_train_count,dataset_invalid_train_count,dataset_query_count
D_tau_huber_default_epoch50_endpoint,D_tau_huber_default_epoch50_endpoint,ref_tau,1,1,30,2,50,32,epoch,zero,zero,3,feasible_endpoint,default,64:64:64,64:64:32,LIRCMOP7_BC,1,10000,10135,46,93,1,0.31,93,0,0.00429747351079715,0.0122703705640171,93,30,3,0.00486834528608072,34.4086021505376,0.21017539490841,0.320501157474015,0,0,0,0.30758262059235,0.464809204337717,zero,30,0,30,6,0.32258064516129,0.00145419038105484,0.00439256519713926,0,0.00496618969832818,NaN,0.166666666666667,-0.0148817030802626,0.129032258064516,0.00404773089191137,0.00605023618132577,0.00605023618132577,NaN,0.2,400,91,582,582,396,186,167,43,93,38,3426,50,107,107,107,107,93,93,93,93,93,0,30
D_tau_huber_default_epoch50_endpoint,D_tau_huber_default_epoch50_endpoint,ref_tau,1,1,30,2,50,32,epoch,zero,zero,3,feasible_endpoint,default,64:64:64,64:64:32,LIRCMOP7_BC,1,30000,30145,133,93,1,0.31,93,0,0.00108983362327891,0.00367249940240294,93,30,3,0.00486834528608072,34.4086021505376,0.296098302005973,0.386631884234627,0,0,0,0.284533799460473,0.764594816646641,zero,30,0,30,2,0.32258064516129,0.00293478242012745,0.00603115890108868,0,0.00902364970759672,NaN,0.6,0.00337569587600828,0.0645161290322581,0.0196642207292857,0.0267256077465471,0.0267256077465471,NaN,0.0666666666666667,400,72,544,544,349,195,213,48,92,40,3310,11,116,116,116,116,93,93,93,93,93,0,30
D_tau_huber_default_epoch50_endpoint,D_tau_huber_default_epoch50_endpoint,ref_tau,1,1,30,2,50,32,epoch,zero,zero,3,feasible_endpoint,default,64:64:64,64:64:32,LIRCMOP7_BC,1,50000,50155,220,90,1,0.3,90,0,0.00227115066011314,0.00739043362724665,90,30,3,0.00471130188975554,35.5555555555556,0.332247243676058,0.468521249195825,0,0,0,0.539575158826719,2.27327237301077,zero,27,3,30,11,0.333333333333333,0.00717196612459163,0.0267766549421469,0,0.0280784127717689,NaN,0.233333333333333,-0.0184726817369913,0.166666666666667,0.0221577225771363,0.0287872809337771,0.0267017907111978,0.0340764404690711,0.366666666666667,400,84,568,568,400,168,213,52,62,33,5721,9,97,97,97,97,90,90,90,90,90,0,30
D_tau_huber_default_epoch50_endpoint,D_tau_huber_default_epoch50_endpoint,ref_tau,1,1,30,2,50,32,epoch,zero,zero,3,feasible_endpoint,default,64:64:64,64:64:32,LIRCMOP7_BC,1,70000,70165,307,195,1,0.65,195,0,0.00204705301797947,0.00603082492406256,195,30,3,0.010207820761137,16.4102564102564,0.389944548204011,0.762661683192181,0,0,0,0.817928927851999,0.731845382946416,zero,30,0,30,10,0.153846153846154,0.00487500441322417,0.00841754300249498,0,0.0198102969369758,NaN,0.766666666666667,0.0360883074940534,0.138461538461538,0.0105892517949214,0.0214264375991923,0.0214264375991923,NaN,0.333333333333333,400,189,778,778,366,412,305,71,100,71,13164,0,213,213,213,213,195,195,195,195,195,0,30
D_tau_huber_default_epoch50_endpoint,D_tau_huber_default_epoch50_endpoint,ref_tau,1,1,30,2,50,32,epoch,zero,zero,3,feasible_endpoint,default,64:64:64,64:64:32,LIRCMOP7_BC,1,100000,100065,437,252,1,0.84,252,0,0.00189749597656828,0.00577680967225984,252,30,3,0.0131916452913155,12.6984126984127,0.451317623398485,1.53569968576715,0,0,0,0.987071760586484,0.589472664399403,zero,14,16,30,10,0.119047619047619,0.00310765258189365,0.0097239947029017,0,0.00985262020754017,NaN,0.333333333333333,-0.0206117115354265,0.119047619047619,0.00558968463162215,0.00996462112808793,0.0107457850024951,0.00994297639704715,0.333333333333333,400,240,880,880,373,507,348,88,100,88,16177,0,264,264,264,264,252,252,252,252,252,0,30
D_tau_huber_default_epoch50_endpoint,D_tau_huber_default_epoch50_endpoint,ref_tau,1,1,30,2,50,32,epoch,zero,zero,3,feasible_endpoint,default,64:64:64,64:64:32,LIRCMOP8_BC,1,10000,10116,47,127,1,0.43,127,0,0.00402371324697036,0.0101446129038967,127,30,3,0.00664817044443281,25.1968503937008,0.340899737984547,0.505541242363008,0,0,0,0.39950375993985,1.1223963623378,zero,25,5,30,12,0.236220472440945,0.00697818269429979,0.015755910722334,0,0.015755910722334,NaN,0.433333333333333,-0.0169252650652767,0.116279069767442,0.00859233178421547,0.0160899148352688,0.0160359620201858,0.0163437113603344,0.4,400,108,616,616,474,142,226,59,79,50,3710,0,148,148,148,148,127,127,127,127,127,0,30
D_tau_huber_default_epoch50_endpoint,D_tau_huber_default_epoch50_endpoint,ref_tau,1,1,30,2,50,32,epoch,zero,zero,3,feasible_endpoint,default,64:64:64,64:64:32,LIRCMOP8_BC,1,30000,30126,134,33,1,0.11,33,0,0.0016219489187319,0.00410604300979451,33,30,3,0.00172747735957703,96.969696969697,0.253270085960097,0.312145984206408,0,0,0,0.396764327454086,1.05999844954791,zero,30,0,30,1,0.909090909090909,0.00526890511612114,0.0121731002426001,0,0.0121731002426001,NaN,0.633333333333333,0.00590276272993487,0.181818181818182,0.00676780325302266,0.0133672802227764,0.0133672802227764,NaN,0.0333333333333333,400,33,466,466,367,99,181,34,75,14,1069,0,41,41,41,41,33,33,33,33,33,0,30
D_tau_huber_default_epoch50_endpoint,D_tau_huber_default_epoch50_endpoint,ref_tau,1,1,30,2,50,32,epoch,zero,zero,3,feasible_endpoint,default,64:64:64,64:64:32,LIRCMOP8_BC,1,50000,50136,221,106,1,0.36,106,0,0.00136953829096374,0.00453249502555998,106,30,3,0.00554886667015652,30.188679245283,0.291179573425364,0.369708747566024,0,0,0,0.353747505545172,0.616104392737366,zero,30,0,30,8,0.283018867924528,0.00293197305879172,0.00377617636555497,0,0.00775789286386472,NaN,0.733333333333333,0.0162896907597928,0.0833333333333333,0.00329982576937527,0.0106449213838593,0.0106449213838593,NaN,0.266666666666667,400,104,608,608,363,245,249,42,100,42,7428,85,122,122,122,122,106,106,106,106,106,0,30
D_tau_huber_default_epoch50_endpoint,D_tau_huber_default_epoch50_endpoint,ref_tau,1,1,30,2,50,32,epoch,zero,zero,3,feasible_endpoint,default,64:64:64,64:64:32,LIRCMOP8_BC,1,70000,70146,308,165,1,0.55,165,0,0.00112742260140054,0.00324780586039968,165,30,3,0.00863738679788515,19.3939393939394,0.267883465196434,0.403425466412183,0,0,0,0.431094577974798,0.57395165178677,zero,30,0,30,24,0.181818181818182,0.000959820045178652,0.00842673788766894,0,0.0125222072532904,NaN,0.633333333333333,0.0218220182677988,0.381818181818182,0.00204026578593255,0.013150605881653,0.013150605881653,NaN,0.8,400,162,724,724,383,341,307,60,100,60,10030,3,180,180,180,180,165,165,165,165,165,0,30
D_tau_huber_default_epoch50_endpoint,D_tau_huber_default_epoch50_endpoint,ref_tau,1,1,30,2,50,32,epoch,zero,zero,3,feasible_endpoint,default,64:64:64,64:64:32,LIRCMOP8_BC,1,100000,100046,438,198,1,0.66,198,0,0.000671051225620921,0.00221748907833272,198,30,3,0.0103648641574622,16.1616161616162,0.323428531414677,0.565020788532536,0,0,0,0.577242707661561,0.297802829762469,zero,30,0,30,6,0.151515151515152,0.00484233152924969,0.0106434651589988,0,0.0106434651589988,NaN,0.633333333333333,0.0305023560124294,0.151515151515152,0.00548111747891023,0.0142347663214401,0.0142347663214401,NaN,0.2,400,192,784,784,378,406,315,76,100,76,12401,1,228,228,228,228,198,198,198,198,198,0,30
D_tau_huber_default_epoch50_endpoint,D_tau_huber_default_epoch50_endpoint,ref_tau,1,1,30,2,50,32,epoch,zero,zero,3,feasible_endpoint,default,64:64:64,64:64:32,LIRCMOP9_BC,1,10000,10051,45,33,1,0.11,33,0,0.00135470495727812,0.00702163658247026,33,30,3,0.00172747735957703,96.969696969697,0.238184891988588,0.524263446214459,0,0,0,1.2556766396557,2.3869272698816,zero,30,0,30,0,0.909090909090909,0.000594630831616468,0.000595391757370003,0,0.00340823674058436,NaN,0.666666666666667,0.03144285674703,0,0.0182697899178466,0.029755168726754,0.029755168726754,NaN,0,400,39,478,478,239,239,159,13,76,13,14051,16,39,39,39,39,33,33,33,33,33,0,30
D_tau_huber_default_epoch50_endpoint,D_tau_huber_default_epoch50_endpoint,ref_tau,1,1,30,2,50,32,epoch,zero,zero,3,feasible_endpoint,default,64:64:64,64:64:32,LIRCMOP9_BC,1,30000,30051,132,77,1,0.26,77,0,0.00575861602746101,0.0144113483674076,77,30,3,0.00403078050567974,41.5584415584416,0.0938844188712219,0.13011198707977,0,0,0,0.184563810675152,0.290480483123782,zero,12,18,30,22,0.38961038961039,4.08453931282477e-06,0.00150401538370049,0,0.0019045391808411,NaN,0.6,0.00518735028558651,0.730769230769231,0.000776174336408951,0.00267889324767002,0.0028248915552522,0.00203468909154284,0.733333333333333,400,72,544,544,371,173,227,30,94,30,6141,298,78,78,78,78,77,77,77,77,77,0,30
D_tau_huber_default_epoch50_endpoint,D_tau_huber_default_epoch50_endpoint,ref_tau,1,1,30,2,50,32,epoch,zero,zero,3,feasible_endpoint,default,64:64:64,64:64:32,LIRCMOP9_BC,1,50000,50061,219,45,1,0.15,45,0,0.00245282630785588,0.00686568974447134,45,30,3,0.00235565094487777,71.1111111111111,0.0835796922946146,0.112568736029836,0,0,0,0.196052179426392,0.0548548683235004,zero,30,0,30,11,0.666666666666667,0.00177748520491874,0.0146785909905011,0,0.0146785909905011,NaN,0.933333333333333,0.00543670159789716,0.266666666666667,0.00219686552626842,0.0253575668136666,0.0253575668136666,NaN,0.366666666666667,400,87,574,574,353,221,254,15,72,15,16455,0,45,45,45,45,45,45,45,45,45,0,30
D_tau_huber_default_epoch50_endpoint,D_tau_huber_default_epoch50_endpoint,ref_tau,1,1,30,2,50,32,epoch,zero,zero,3,feasible_endpoint,default,64:64:64,64:64:32,LIRCMOP9_BC,1,70000,70071,306,75,1,0.25,75,0,0.00308554690922972,0.0102950452695303,75,30,3,0.00392608490812961,42.6666666666667,0.0738839279285737,0.0903509432741047,0,0,0,0.244243549377565,0.572323921453184,zero,30,0,30,5,0.4,0.000312061617031364,0.00276028792503705,0,0.0030367013238385,NaN,0.8,0.00423139131567471,0.24,0.000891908593441575,0.00359938893283518,0.00359938893283518,NaN,0.166666666666667,400,63,526,526,281,245,210,26,98,26,4954,33,75,75,75,75,75,75,75,75,75,0,30
D_tau_huber_default_epoch50_endpoint,D_tau_huber_default_epoch50_endpoint,ref_tau,1,1,30,2,50,32,epoch,zero,zero,3,feasible_endpoint,default,64:64:64,64:64:32,LIRCMOP9_BC,1,100000,100201,437,90,1,0.3,90,0,0.00430378048446155,0.01774714244009,90,30,3,0.00471130188975554,35.5555555555556,0.0801643054072198,0.153088728756626,0,0,0,0.127873864211233,0.175748172761503,zero,30,0,30,4,0.333333333333333,0.000392806881735135,0.000658110418710528,0,0.000660356401684652,NaN,0.0666666666666667,-0.00565707685591714,0.0666666666666667,0.000952179033387288,0.00154007366524775,0.00154007366524775,NaN,0.133333333333333,400,81,562,562,290,272,218,30,99,30,6128,255,90,90,90,90,90,90,90,90,90,0,30
D_tau_huber_default_epoch50_endpoint,D_tau_huber_default_epoch50_endpoint,ref_tau,1,1,30,2,50,32,epoch,zero,zero,3,feasible_endpoint,default,64:64:64,64:64:32,LIRCMOP10_BC,1,10000,10112,46,18,1,0.06,18,0,0.00239154632135177,0.00491874624816417,18,30,3,0.000942260377951107,100,0.646872935144029,1.44643183778959,-0,0,0,1.42507736747905,1.00025268790317,zero,25,5,30,0,1.66666666666667,0.000775802267974809,0.000891678572326635,0,0.0121713142053909,NaN,0.0666666666666667,-0.200180013061488,0,0.00664486218422919,0.0142312984719631,0.0126163498405891,0.01565625375896,0,400,24,448,448,331,117,173,14,35,7,11536,37,21,21,21,21,18,18,18,18,18,0,30
D_tau_huber_default_epoch50_endpoint,D_tau_huber_default_epoch50_endpoint,ref_tau,1,1,30,2,50,32,epoch,zero,zero,3,feasible_endpoint,default,64:64:64,64:64:32,LIRCMOP10_BC,1,30000,30122,133,75,1,0.25,75,0,0.0121188188284402,0.0318241477890159,75,30,3,0.00392608490812961,42.6666666666667,0.110782543261838,0.206631683227583,0,0,0,0.227609195813894,0.170079482195256,zero,30,0,30,10,0.4,8.62520274187154e-05,0.000550855878764412,0,0.000581671695836817,NaN,0.866666666666667,0.00957338734978208,0.24,0.000597696986595262,0.00130774068533152,0.00130774068533152,NaN,0.333333333333333,400,84,568,568,354,214,245,31,90,26,6811,289,75,75,75,75,75,75,75,75,75,0,30
D_tau_huber_default_epoch50_endpoint,D_tau_huber_default_epoch50_endpoint,ref_tau,1,1,30,2,50,32,epoch,zero,zero,3,feasible_endpoint,default,64:64:64,64:64:32,LIRCMOP10_BC,1,50000,50132,220,101,1,0.34,101,0,0.00577636735837718,0.0214090252727656,101,30,3,0.00528712767628121,31.6831683168317,0.0951451196795532,0.169345447769186,0,0,0,0.110698618853584,0.134836713412162,zero,30,0,30,3,0.297029702970297,8.81337666752375e-05,0.000172524992147264,0,0.000293373218629943,NaN,0.466666666666667,-0.00096063195799112,0.117647058823529,0.000513871555795739,0.000824249996394399,0.000824249996394399,NaN,0.1,400,105,610,610,361,249,271,39,99,39,6789,299,102,102,102,102,101,101,101,101,101,0,30
D_tau_huber_default_epoch50_endpoint,D_tau_huber_default_epoch50_endpoint,ref_tau,1,1,30,2,50,32,epoch,zero,zero,3,feasible_endpoint,default,64:64:64,64:64:32,LIRCMOP10_BC,1,70000,70142,307,111,1,0.37,111,0,0.00697308238404018,0.0238192256010007,111,30,3,0.00581060566403183,28.8288288288288,0.0899030182282307,0.186453851473089,0,0,0,0.112982846232505,0.145025962451801,zero,30,0,30,11,0.27027027027027,2.720358263616e-05,0.00010483322281378,0,0.000106781781065839,NaN,0.9,0.0111488826426543,0.108108108108108,0.000195738645150743,0.000322392473109062,0.000322392473109062,NaN,0.366666666666667,400,111,622,622,362,260,263,46,100,46,5896,367,114,114,114,114,111,111,111,111,111,0,30
D_tau_huber_default_epoch50_endpoint,D_tau_huber_default_epoch50_endpoint,ref_tau,1,1,30,2,50,32,epoch,zero,zero,3,feasible_endpoint,default,64:64:64,64:64:32,LIRCMOP10_BC,1,100000,100042,437,132,1,0.44,132,0,0.00475752304479353,0.0135365327899866,132,30,3,0.00690990943830812,24.2424242424242,0.0941816844542776,0.17705553766782,0,0,0,0.0938567703030718,0.07098657303053,zero,30,0,30,18,0.227272727272727,4.15496919930709e-05,8.30763692343768e-05,0,0.000634825418141208,NaN,0.5,-0.00058288688254296,0.136363636363636,0.00100476026343592,0.00122283081540624,0.00122283081540624,NaN,0.6,400,132,664,664,395,269,314,51,100,51,9752,239,132,132,132,132,132,132,132,132,132,0,30
