problem,run,target_FE,actual_FE,generation,figure_file,branch,common_figure_file
LIRCMOP6_BC,1,10000,10030,49,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_RegionGAN_compare/refcap5_min32_LIR5_10_runs1_20260626_193916/domain_figures_CBS_RegionCGAN/LIRCMOP6_BC_run1_FE010000_domain_boundary.png,CBS_RegionCGAN,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_RegionGAN_compare/refcap5_min32_LIR5_10_runs1_20260626_193916/domain_figures_all_branches/CBS_RegionCGAN_LIRCMOP6_BC_run1_FE010000_domain_boundary.png
LIRCMOP6_BC,1,30000,30000,140,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_RegionGAN_compare/refcap5_min32_LIR5_10_runs1_20260626_193916/domain_figures_CBS_RegionCGAN/LIRCMOP6_BC_run1_FE030000_domain_boundary.png,CBS_RegionCGAN,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_RegionGAN_compare/refcap5_min32_LIR5_10_runs1_20260626_193916/domain_figures_all_branches/CBS_RegionCGAN_LIRCMOP6_BC_run1_FE030000_domain_boundary.png
LIRCMOP6_BC,1,50000,50010,227,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_RegionGAN_compare/refcap5_min32_LIR5_10_runs1_20260626_193916/domain_figures_CBS_RegionCGAN/LIRCMOP6_BC_run1_FE050000_domain_boundary.png,CBS_RegionCGAN,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_RegionGAN_compare/refcap5_min32_LIR5_10_runs1_20260626_193916/domain_figures_all_branches/CBS_RegionCGAN_LIRCMOP6_BC_run1_FE050000_domain_boundary.png
LIRCMOP6_BC,1,70000,70040,318,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_RegionGAN_compare/refcap5_min32_LIR5_10_runs1_20260626_193916/domain_figures_CBS_RegionCGAN/LIRCMOP6_BC_run1_FE070000_domain_boundary.png,CBS_RegionCGAN,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_RegionGAN_compare/refcap5_min32_LIR5_10_runs1_20260626_193916/domain_figures_all_branches/CBS_RegionCGAN_LIRCMOP6_BC_run1_FE070000_domain_boundary.png
LIRCMOP6_BC,1,100000,100090,466,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_RegionGAN_compare/refcap5_min32_LIR5_10_runs1_20260626_193916/domain_figures_CBS_RegionCGAN/LIRCMOP6_BC_run1_FE100000_domain_boundary.png,CBS_RegionCGAN,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_RegionGAN_compare/refcap5_min32_LIR5_10_runs1_20260626_193916/domain_figures_all_branches/CBS_RegionCGAN_LIRCMOP6_BC_run1_FE100000_domain_boundary.png
LIRCMOP7_BC,1,10000,10060,46,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_RegionGAN_compare/refcap5_min32_LIR5_10_runs1_20260626_193916/domain_figures_CBS_RegionCGAN/LIRCMOP7_BC_run1_FE010000_domain_boundary.png,CBS_RegionCGAN,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_RegionGAN_compare/refcap5_min32_LIR5_10_runs1_20260626_193916/domain_figures_all_branches/CBS_RegionCGAN_LIRCMOP7_BC_run1_FE010000_domain_boundary.png
LIRCMOP7_BC,1,30000,30180,134,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_RegionGAN_compare/refcap5_min32_LIR5_10_runs1_20260626_193916/domain_figures_CBS_RegionCGAN/LIRCMOP7_BC_run1_FE030000_domain_boundary.png,CBS_RegionCGAN,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_RegionGAN_compare/refcap5_min32_LIR5_10_runs1_20260626_193916/domain_figures_all_branches/CBS_RegionCGAN_LIRCMOP7_BC_run1_FE030000_domain_boundary.png
LIRCMOP7_BC,1,50000,50090,222,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_RegionGAN_compare/refcap5_min32_LIR5_10_runs1_20260626_193916/domain_figures_CBS_RegionCGAN/LIRCMOP7_BC_run1_FE050000_domain_boundary.png,CBS_RegionCGAN,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_RegionGAN_compare/refcap5_min32_LIR5_10_runs1_20260626_193916/domain_figures_all_branches/CBS_RegionCGAN_LIRCMOP7_BC_run1_FE050000_domain_boundary.png
LIRCMOP7_BC,1,70000,70100,309,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_RegionGAN_compare/refcap5_min32_LIR5_10_runs1_20260626_193916/domain_figures_CBS_RegionCGAN/LIRCMOP7_BC_run1_FE070000_domain_boundary.png,CBS_RegionCGAN,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_RegionGAN_compare/refcap5_min32_LIR5_10_runs1_20260626_193916/domain_figures_all_branches/CBS_RegionCGAN_LIRCMOP7_BC_run1_FE070000_domain_boundary.png
LIRCMOP7_BC,1,100000,100000,439,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_RegionGAN_compare/refcap5_min32_LIR5_10_runs1_20260626_193916/domain_figures_CBS_RegionCGAN/LIRCMOP7_BC_run1_FE100000_domain_boundary.png,CBS_RegionCGAN,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_RegionGAN_compare/refcap5_min32_LIR5_10_runs1_20260626_193916/domain_figures_all_branches/CBS_RegionCGAN_LIRCMOP7_BC_run1_FE100000_domain_boundary.png
LIRCMOP8_BC,1,10000,10050,47,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_RegionGAN_compare/refcap5_min32_LIR5_10_runs1_20260626_193916/domain_figures_CBS_RegionCGAN/LIRCMOP8_BC_run1_FE010000_domain_boundary.png,CBS_RegionCGAN,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_RegionGAN_compare/refcap5_min32_LIR5_10_runs1_20260626_193916/domain_figures_all_branches/CBS_RegionCGAN_LIRCMOP8_BC_run1_FE010000_domain_boundary.png
LIRCMOP8_BC,1,30000,30050,138,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_RegionGAN_compare/refcap5_min32_LIR5_10_runs1_20260626_193916/domain_figures_CBS_RegionCGAN/LIRCMOP8_BC_run1_FE030000_domain_boundary.png,CBS_RegionCGAN,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_RegionGAN_compare/refcap5_min32_LIR5_10_runs1_20260626_193916/domain_figures_all_branches/CBS_RegionCGAN_LIRCMOP8_BC_run1_FE030000_domain_boundary.png
LIRCMOP8_BC,1,50000,50060,225,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_RegionGAN_compare/refcap5_min32_LIR5_10_runs1_20260626_193916/domain_figures_CBS_RegionCGAN/LIRCMOP8_BC_run1_FE050000_domain_boundary.png,CBS_RegionCGAN,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_RegionGAN_compare/refcap5_min32_LIR5_10_runs1_20260626_193916/domain_figures_all_branches/CBS_RegionCGAN_LIRCMOP8_BC_run1_FE050000_domain_boundary.png
LIRCMOP8_BC,1,70000,70070,312,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_RegionGAN_compare/refcap5_min32_LIR5_10_runs1_20260626_193916/domain_figures_CBS_RegionCGAN/LIRCMOP8_BC_run1_FE070000_domain_boundary.png,CBS_RegionCGAN,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_RegionGAN_compare/refcap5_min32_LIR5_10_runs1_20260626_193916/domain_figures_all_branches/CBS_RegionCGAN_LIRCMOP8_BC_run1_FE070000_domain_boundary.png
LIRCMOP8_BC,1,100000,100200,443,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_RegionGAN_compare/refcap5_min32_LIR5_10_runs1_20260626_193916/domain_figures_CBS_RegionCGAN/LIRCMOP8_BC_run1_FE100000_domain_boundary.png,CBS_RegionCGAN,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_RegionGAN_compare/refcap5_min32_LIR5_10_runs1_20260626_193916/domain_figures_all_branches/CBS_RegionCGAN_LIRCMOP8_BC_run1_FE100000_domain_boundary.png
LIRCMOP9_BC,1,10000,10190,48,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_RegionGAN_compare/refcap5_min32_LIR5_10_runs1_20260626_193916/domain_figures_CBS_RegionCGAN/LIRCMOP9_BC_run1_FE010000_domain_boundary.png,CBS_RegionCGAN,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_RegionGAN_compare/refcap5_min32_LIR5_10_runs1_20260626_193916/domain_figures_all_branches/CBS_RegionCGAN_LIRCMOP9_BC_run1_FE010000_domain_boundary.png
LIRCMOP9_BC,1,30000,30150,143,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_RegionGAN_compare/refcap5_min32_LIR5_10_runs1_20260626_193916/domain_figures_CBS_RegionCGAN/LIRCMOP9_BC_run1_FE030000_domain_boundary.png,CBS_RegionCGAN,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_RegionGAN_compare/refcap5_min32_LIR5_10_runs1_20260626_193916/domain_figures_all_branches/CBS_RegionCGAN_LIRCMOP9_BC_run1_FE030000_domain_boundary.png
LIRCMOP9_BC,1,50000,50070,233,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_RegionGAN_compare/refcap5_min32_LIR5_10_runs1_20260626_193916/domain_figures_CBS_RegionCGAN/LIRCMOP9_BC_run1_FE050000_domain_boundary.png,CBS_RegionCGAN,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_RegionGAN_compare/refcap5_min32_LIR5_10_runs1_20260626_193916/domain_figures_all_branches/CBS_RegionCGAN_LIRCMOP9_BC_run1_FE050000_domain_boundary.png
LIRCMOP9_BC,1,70000,70090,322,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_RegionGAN_compare/refcap5_min32_LIR5_10_runs1_20260626_193916/domain_figures_CBS_RegionCGAN/LIRCMOP9_BC_run1_FE070000_domain_boundary.png,CBS_RegionCGAN,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_RegionGAN_compare/refcap5_min32_LIR5_10_runs1_20260626_193916/domain_figures_all_branches/CBS_RegionCGAN_LIRCMOP9_BC_run1_FE070000_domain_boundary.png
LIRCMOP9_BC,1,100000,100190,456,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_RegionGAN_compare/refcap5_min32_LIR5_10_runs1_20260626_193916/domain_figures_CBS_RegionCGAN/LIRCMOP9_BC_run1_FE100000_domain_boundary.png,CBS_RegionCGAN,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_RegionGAN_compare/refcap5_min32_LIR5_10_runs1_20260626_193916/domain_figures_all_branches/CBS_RegionCGAN_LIRCMOP9_BC_run1_FE100000_domain_boundary.png
LIRCMOP10_BC,1,10000,10060,49,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_RegionGAN_compare/refcap5_min32_LIR5_10_runs1_20260626_193916/domain_figures_CBS_RegionWGAN_GP/LIRCMOP10_BC_run1_FE010000_domain_boundary.png,CBS_RegionWGAN_GP,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_RegionGAN_compare/refcap5_min32_LIR5_10_runs1_20260626_193916/domain_figures_all_branches/CBS_RegionWGAN_GP_LIRCMOP10_BC_run1_FE010000_domain_boundary.png
LIRCMOP10_BC,1,30000,30060,137,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_RegionGAN_compare/refcap5_min32_LIR5_10_runs1_20260626_193916/domain_figures_CBS_RegionWGAN_GP/LIRCMOP10_BC_run1_FE030000_domain_boundary.png,CBS_RegionWGAN_GP,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_RegionGAN_compare/refcap5_min32_LIR5_10_runs1_20260626_193916/domain_figures_all_branches/CBS_RegionWGAN_GP_LIRCMOP10_BC_run1_FE030000_domain_boundary.png
LIRCMOP10_BC,1,50000,50070,224,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_RegionGAN_compare/refcap5_min32_LIR5_10_runs1_20260626_193916/domain_figures_CBS_RegionWGAN_GP/LIRCMOP10_BC_run1_FE050000_domain_boundary.png,CBS_RegionWGAN_GP,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_RegionGAN_compare/refcap5_min32_LIR5_10_runs1_20260626_193916/domain_figures_all_branches/CBS_RegionWGAN_GP_LIRCMOP10_BC_run1_FE050000_domain_boundary.png
LIRCMOP10_BC,1,70000,70080,311,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_RegionGAN_compare/refcap5_min32_LIR5_10_runs1_20260626_193916/domain_figures_CBS_RegionWGAN_GP/LIRCMOP10_BC_run1_FE070000_domain_boundary.png,CBS_RegionWGAN_GP,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_RegionGAN_compare/refcap5_min32_LIR5_10_runs1_20260626_193916/domain_figures_all_branches/CBS_RegionWGAN_GP_LIRCMOP10_BC_run1_FE070000_domain_boundary.png
LIRCMOP10_BC,1,100000,100210,442,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_RegionGAN_compare/refcap5_min32_LIR5_10_runs1_20260626_193916/domain_figures_CBS_RegionWGAN_GP/LIRCMOP10_BC_run1_FE100000_domain_boundary.png,CBS_RegionWGAN_GP,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_RegionGAN_compare/refcap5_min32_LIR5_10_runs1_20260626_193916/domain_figures_all_branches/CBS_RegionWGAN_GP_LIRCMOP10_BC_run1_FE100000_domain_boundary.png
LIRCMOP5_BC,1,10000,10160,48,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_RegionGAN_compare/refcap5_min32_LIR5_10_runs1_20260626_193916/domain_figures_CBS_RegionWGAN_GP/LIRCMOP5_BC_run1_FE010000_domain_boundary.png,CBS_RegionWGAN_GP,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_RegionGAN_compare/refcap5_min32_LIR5_10_runs1_20260626_193916/domain_figures_all_branches/CBS_RegionWGAN_GP_LIRCMOP5_BC_run1_FE010000_domain_boundary.png
LIRCMOP5_BC,1,30000,30170,135,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_RegionGAN_compare/refcap5_min32_LIR5_10_runs1_20260626_193916/domain_figures_CBS_RegionWGAN_GP/LIRCMOP5_BC_run1_FE030000_domain_boundary.png,CBS_RegionWGAN_GP,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_RegionGAN_compare/refcap5_min32_LIR5_10_runs1_20260626_193916/domain_figures_all_branches/CBS_RegionWGAN_GP_LIRCMOP5_BC_run1_FE030000_domain_boundary.png
LIRCMOP5_BC,1,50000,50200,223,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_RegionGAN_compare/refcap5_min32_LIR5_10_runs1_20260626_193916/domain_figures_CBS_RegionWGAN_GP/LIRCMOP5_BC_run1_FE050000_domain_boundary.png,CBS_RegionWGAN_GP,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_RegionGAN_compare/refcap5_min32_LIR5_10_runs1_20260626_193916/domain_figures_all_branches/CBS_RegionWGAN_GP_LIRCMOP5_BC_run1_FE050000_domain_boundary.png
LIRCMOP5_BC,1,70000,70110,311,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_RegionGAN_compare/refcap5_min32_LIR5_10_runs1_20260626_193916/domain_figures_CBS_RegionWGAN_GP/LIRCMOP5_BC_run1_FE070000_domain_boundary.png,CBS_RegionWGAN_GP,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_RegionGAN_compare/refcap5_min32_LIR5_10_runs1_20260626_193916/domain_figures_all_branches/CBS_RegionWGAN_GP_LIRCMOP5_BC_run1_FE070000_domain_boundary.png
LIRCMOP5_BC,1,100000,100060,460,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_RegionGAN_compare/refcap5_min32_LIR5_10_runs1_20260626_193916/domain_figures_CBS_RegionWGAN_GP/LIRCMOP5_BC_run1_FE100000_domain_boundary.png,CBS_RegionWGAN_GP,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_RegionGAN_compare/refcap5_min32_LIR5_10_runs1_20260626_193916/domain_figures_all_branches/CBS_RegionWGAN_GP_LIRCMOP5_BC_run1_FE100000_domain_boundary.png
LIRCMOP6_BC,1,10000,10030,49,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_RegionGAN_compare/refcap5_min32_LIR5_10_runs1_20260626_193916/domain_figures_CBS_RegionWGAN_GP/LIRCMOP6_BC_run1_FE010000_domain_boundary.png,CBS_RegionWGAN_GP,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_RegionGAN_compare/refcap5_min32_LIR5_10_runs1_20260626_193916/domain_figures_all_branches/CBS_RegionWGAN_GP_LIRCMOP6_BC_run1_FE010000_domain_boundary.png
LIRCMOP6_BC,1,30000,30120,140,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_RegionGAN_compare/refcap5_min32_LIR5_10_runs1_20260626_193916/domain_figures_CBS_RegionWGAN_GP/LIRCMOP6_BC_run1_FE030000_domain_boundary.png,CBS_RegionWGAN_GP,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_RegionGAN_compare/refcap5_min32_LIR5_10_runs1_20260626_193916/domain_figures_all_branches/CBS_RegionWGAN_GP_LIRCMOP6_BC_run1_FE030000_domain_boundary.png
LIRCMOP6_BC,1,50000,50130,227,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_RegionGAN_compare/refcap5_min32_LIR5_10_runs1_20260626_193916/domain_figures_CBS_RegionWGAN_GP/LIRCMOP6_BC_run1_FE050000_domain_boundary.png,CBS_RegionWGAN_GP,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_RegionGAN_compare/refcap5_min32_LIR5_10_runs1_20260626_193916/domain_figures_all_branches/CBS_RegionWGAN_GP_LIRCMOP6_BC_run1_FE050000_domain_boundary.png
LIRCMOP6_BC,1,70000,70140,314,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_RegionGAN_compare/refcap5_min32_LIR5_10_runs1_20260626_193916/domain_figures_CBS_RegionWGAN_GP/LIRCMOP6_BC_run1_FE070000_domain_boundary.png,CBS_RegionWGAN_GP,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_RegionGAN_compare/refcap5_min32_LIR5_10_runs1_20260626_193916/domain_figures_all_branches/CBS_RegionWGAN_GP_LIRCMOP6_BC_run1_FE070000_domain_boundary.png
LIRCMOP6_BC,1,100000,100020,449,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_RegionGAN_compare/refcap5_min32_LIR5_10_runs1_20260626_193916/domain_figures_CBS_RegionWGAN_GP/LIRCMOP6_BC_run1_FE100000_domain_boundary.png,CBS_RegionWGAN_GP,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_RegionGAN_compare/refcap5_min32_LIR5_10_runs1_20260626_193916/domain_figures_all_branches/CBS_RegionWGAN_GP_LIRCMOP6_BC_run1_FE100000_domain_boundary.png
LIRCMOP7_BC,1,10000,10030,46,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_RegionGAN_compare/refcap5_min32_LIR5_10_runs1_20260626_193916/domain_figures_CBS_RegionWGAN_GP/LIRCMOP7_BC_run1_FE010000_domain_boundary.png,CBS_RegionWGAN_GP,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_RegionGAN_compare/refcap5_min32_LIR5_10_runs1_20260626_193916/domain_figures_all_branches/CBS_RegionWGAN_GP_LIRCMOP7_BC_run1_FE010000_domain_boundary.png
LIRCMOP7_BC,1,30000,30210,134,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_RegionGAN_compare/refcap5_min32_LIR5_10_runs1_20260626_193916/domain_figures_CBS_RegionWGAN_GP/LIRCMOP7_BC_run1_FE030000_domain_boundary.png,CBS_RegionWGAN_GP,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_RegionGAN_compare/refcap5_min32_LIR5_10_runs1_20260626_193916/domain_figures_all_branches/CBS_RegionWGAN_GP_LIRCMOP7_BC_run1_FE030000_domain_boundary.png
LIRCMOP7_BC,1,50000,50160,224,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_RegionGAN_compare/refcap5_min32_LIR5_10_runs1_20260626_193916/domain_figures_CBS_RegionWGAN_GP/LIRCMOP7_BC_run1_FE050000_domain_boundary.png,CBS_RegionWGAN_GP,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_RegionGAN_compare/refcap5_min32_LIR5_10_runs1_20260626_193916/domain_figures_all_branches/CBS_RegionWGAN_GP_LIRCMOP7_BC_run1_FE050000_domain_boundary.png
LIRCMOP7_BC,1,70000,70170,311,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_RegionGAN_compare/refcap5_min32_LIR5_10_runs1_20260626_193916/domain_figures_CBS_RegionWGAN_GP/LIRCMOP7_BC_run1_FE070000_domain_boundary.png,CBS_RegionWGAN_GP,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_RegionGAN_compare/refcap5_min32_LIR5_10_runs1_20260626_193916/domain_figures_all_branches/CBS_RegionWGAN_GP_LIRCMOP7_BC_run1_FE070000_domain_boundary.png
