problem,run,mode,sigma,iter,reconstructionWeight,repeat,n,dec_rmse,obj_dist50,obj_dist90,feasible_rate
DASCMOP4_BC,3,overfit,0,300,100,3,22,0.070774549571575,0.279223242039444,0.280840904008246,0
DASCMOP4_BC,3,overfit,0,300,500,4,22,0.0719042104542508,0.151969125694564,0.173018410473376,0
DASCMOP4_BC,3,overfit,0,1000,100,5,22,0.073957602989806,0.227472101955415,0.32174144535041,0
DASCMOP4_BC,3,overfit,0,1000,500,6,22,0.0765492581732465,0.101266005291352,0.170906172743359,0
DASCMOP5_BC,1,true_train,0,NaN,NaN,NaN,33,0,0,0,1
DASCMOP5_BC,1,perturb,0.005,NaN,NaN,1,33,0.00512757050877464,0.100297733314308,0.136304942082786,0
DASCMOP5_BC,1,perturb,0.005,NaN,NaN,2,33,0.0051538177718691,0.100838830282719,0.139858181432012,0
DASCMOP5_BC,1,perturb,0.005,NaN,NaN,3,33,0.00485938405681806,0.0948634590114105,0.131885266821465,0
DASCMOP5_BC,1,perturb,0.01,NaN,NaN,1,33,0.00986509753999397,0.369877254628669,0.491902244880984,0
DASCMOP5_BC,1,perturb,0.01,NaN,NaN,2,33,0.00993641233825551,0.350739542684841,0.465329737657968,0
DASCMOP5_BC,1,perturb,0.01,NaN,NaN,3,33,0.01040424005531,0.372749447658553,0.502992802739755,0
DASCMOP5_BC,1,perturb,0.02,NaN,NaN,1,33,0.0203922795992516,1.18472333916948,1.40686680109838,0
DASCMOP5_BC,1,perturb,0.02,NaN,NaN,2,33,0.0200316050728457,1.1604520201697,1.33367042656849,0
DASCMOP5_BC,1,perturb,0.02,NaN,NaN,3,33,0.0201244229280448,1.17010153457879,1.38455029378564,0
DASCMOP5_BC,1,perturb,0.05,NaN,NaN,1,33,0.0498799959950942,2.20457915258937,2.48049027251095,0
DASCMOP5_BC,1,perturb,0.05,NaN,NaN,2,33,0.0495991726020115,2.13812213587283,2.56318984894722,0
DASCMOP5_BC,1,perturb,0.05,NaN,NaN,3,33,0.0491383942530693,2.10867526683266,2.41326087926437,0
DASCMOP5_BC,1,overfit,0,100,100,1,33,0.0675721388745001,0.550457528261663,0.584368885465568,0
DASCMOP5_BC,1,overfit,0,100,500,2,33,0.0782184215343607,0.455988493848126,0.484346440746987,0
DASCMOP5_BC,1,overfit,0,300,100,3,33,0.0572005996282569,0.45197866953838,0.464839740945948,0
DASCMOP5_BC,1,overfit,0,300,500,4,33,0.0574059324676106,0.194615551735246,0.208611752719911,0
DASCMOP5_BC,1,overfit,0,1000,100,5,33,0.0725640138645435,0.342044863887479,0.352043025648529,0
DASCMOP5_BC,1,overfit,0,1000,500,6,33,0.0575600975819702,0.249368614782833,0.283091977249878,0
LIRCMOP9_BC,1,true_train,0,NaN,NaN,NaN,19,0,0,0,1
LIRCMOP9_BC,1,perturb,0.005,NaN,NaN,1,19,0.00498073068335656,8.72086701233862e-05,0.000180606309206581,0.789473684210526
LIRCMOP9_BC,1,perturb,0.005,NaN,NaN,2,19,0.00507587262511827,9.84753927890941e-05,0.000305280588103796,0.736842105263158
LIRCMOP9_BC,1,perturb,0.005,NaN,NaN,3,19,0.00452408285263287,0.000101280461638637,0.000164949226004943,0.736842105263158
LIRCMOP9_BC,1,perturb,0.01,NaN,NaN,1,19,0.00967427199680208,0.000273674721920441,0.000623847962292995,0.736842105263158
LIRCMOP9_BC,1,perturb,0.01,NaN,NaN,2,19,0.0101698616316145,0.000294428640309748,0.000794857433188437,0.578947368421053
LIRCMOP9_BC,1,perturb,0.01,NaN,NaN,3,19,0.00991404383873745,0.000247836100616078,0.000793128305146507,0.736842105263158
LIRCMOP9_BC,1,perturb,0.02,NaN,NaN,1,19,0.0212748740600555,0.0010142208212868,0.00181609050764906,0.263157894736842
LIRCMOP9_BC,1,perturb,0.02,NaN,NaN,2,19,0.0198655740017816,0.000733287485240525,0.00152447013473878,0.263157894736842
LIRCMOP9_BC,1,perturb,0.02,NaN,NaN,3,19,0.0186372394555159,0.000731037486056017,0.00179451208415151,0.421052631578947
LIRCMOP9_BC,1,perturb,0.05,NaN,NaN,1,19,0.051193878335977,0.00496656681507564,0.00701274525761652,0.105263157894737
LIRCMOP9_BC,1,perturb,0.05,NaN,NaN,2,19,0.0520076434808389,0.0058202424062885,0.00846521714727044,0.157894736842105
LIRCMOP9_BC,1,perturb,0.05,NaN,NaN,3,19,0.0487416419069498,0.00483435945269397,0.00947337044496072,0.105263157894737
LIRCMOP9_BC,1,overfit,0,100,100,1,19,0.244816547459718,0.113506910740197,0.114002307205047,1
LIRCMOP9_BC,1,overfit,0,100,500,2,19,0.20424136843998,0.0670644785560352,0.067962187625567,1
LIRCMOP9_BC,1,overfit,0,300,100,3,19,0.108403517861061,0.00501075957529037,0.00658640510906435,0
LIRCMOP9_BC,1,overfit,0,300,500,4,19,0.112095478177555,0.00346589873486268,0.0077224123101015,1
LIRCMOP9_BC,1,overfit,0,1000,100,5,19,0.124021717452784,0.00219164572934203,0.0091858348339691,0
LIRCMOP9_BC,1,overfit,0,1000,500,6,19,0.114650446874981,0.00269611282709043,0.00818322994215516,1
LIRCMOP9_BC,2,true_train,0,NaN,NaN,NaN,16,0,0,0,1
LIRCMOP9_BC,2,perturb,0.005,NaN,NaN,1,16,0.00513092375129111,9.65779456210017e-05,0.000405385175904075,0.9375
LIRCMOP9_BC,2,perturb,0.005,NaN,NaN,2,16,0.00484996706721342,0.000131462353803195,0.000283796814108018,0.6875
LIRCMOP9_BC,2,perturb,0.005,NaN,NaN,3,16,0.00478881513570788,0.000113226192995718,0.000225712880540902,0.875
LIRCMOP9_BC,2,perturb,0.01,NaN,NaN,1,16,0.0102295828703364,0.000240731018281653,0.000447890638207914,0.75
LIRCMOP9_BC,2,perturb,0.01,NaN,NaN,2,16,0.00945858236450779,0.000272363406892526,0.000529019773401556,0.75
LIRCMOP9_BC,2,perturb,0.01,NaN,NaN,3,16,0.010476024220935,0.000257926122601123,0.000807418850324091,0.6875
LIRCMOP9_BC,2,perturb,0.02,NaN,NaN,1,16,0.0201943795665842,0.000748442440984923,0.00169326740557908,0.3125
LIRCMOP9_BC,2,perturb,0.02,NaN,NaN,2,16,0.0190604656449434,0.000663287252826433,0.00112032326641109,0.3125
LIRCMOP9_BC,2,perturb,0.02,NaN,NaN,3,16,0.0203648034757452,0.000833781737859042,0.00296968109060538,0.3125
LIRCMOP9_BC,2,perturb,0.05,NaN,NaN,1,16,0.0530183874057608,0.00463044251113021,0.00798309621119726,0.0625
LIRCMOP9_BC,2,perturb,0.05,NaN,NaN,2,16,0.0515903882793595,0.0053744575983631,0.0108804375080941,0
LIRCMOP9_BC,2,perturb,0.05,NaN,NaN,3,16,0.0519905426839371,0.00377701455479385,0.00755794146641924,0.0625
LIRCMOP9_BC,2,overfit,0,100,100,1,16,0.249349468625309,0.0893396893688161,0.0909860814703905,1
LIRCMOP9_BC,2,overfit,0,100,500,2,16,0.218338591769037,0.0755132134937178,0.0756436148219853,1
LIRCMOP9_BC,2,overfit,0,300,100,3,16,0.103434656979667,0.00495407841101238,0.00650226263760757,0
LIRCMOP9_BC,2,overfit,0,300,500,4,16,0.100168088362802,0.00418482119153155,0.00536805489967758,0
LIRCMOP9_BC,2,overfit,0,1000,100,5,16,0.123434224510545,0.00335684976199453,0.00924835754753551,0
LIRCMOP9_BC,2,overfit,0,1000,500,6,16,0.0995551394511418,0.00347110265713071,0.00619515330127718,1
LIRCMOP9_BC,3,true_train,0,NaN,NaN,NaN,28,0,0,0,1
LIRCMOP9_BC,3,perturb,0.005,NaN,NaN,1,28,0.00501266535979755,0.000127450878363184,0.000762135217439349,0.857142857142857
LIRCMOP9_BC,3,perturb,0.005,NaN,NaN,2,28,0.00516113265148452,0.000126098601493974,0.000580973270756699,0.857142857142857
LIRCMOP9_BC,3,perturb,0.005,NaN,NaN,3,28,0.00498874508430792,0.000142337569084038,0.000324561031054564,0.857142857142857
LIRCMOP9_BC,3,perturb,0.01,NaN,NaN,1,28,0.0102422049334344,0.000349341284975633,0.000873694054151881,0.607142857142857
LIRCMOP9_BC,3,perturb,0.01,NaN,NaN,2,28,0.00989024371931682,0.000245999992296686,0.000868484531790892,0.678571428571429
LIRCMOP9_BC,3,perturb,0.01,NaN,NaN,3,28,0.00982264772673682,0.000411456076812858,0.00091888633114288,0.607142857142857
LIRCMOP9_BC,3,perturb,0.02,NaN,NaN,1,28,0.0200401301452844,0.000925328098133249,0.00347863952012589,0.357142857142857
LIRCMOP9_BC,3,perturb,0.02,NaN,NaN,2,28,0.0200705586247524,0.000880801470352929,0.00330791019527566,0.321428571428571
LIRCMOP9_BC,3,perturb,0.02,NaN,NaN,3,28,0.0200899771042441,0.000926096440499064,0.0032041088285641,0.357142857142857
LIRCMOP9_BC,3,perturb,0.05,NaN,NaN,1,28,0.0489025905740863,0.00411219799760528,0.0167353683762502,0.321428571428571
LIRCMOP9_BC,3,perturb,0.05,NaN,NaN,2,28,0.0494907654765446,0.00524256236519075,0.0178614187929223,0.25
LIRCMOP9_BC,3,perturb,0.05,NaN,NaN,3,28,0.0519257631095222,0.00629791825923394,0.0124164697966895,0.178571428571429
LIRCMOP9_BC,3,overfit,0,100,100,1,28,0.28052217109116,0.110973763912625,0.118580727807851,1
LIRCMOP9_BC,3,overfit,0,100,500,2,28,0.286683177406247,0.0987346676455157,0.103904484844228,1
LIRCMOP9_BC,3,overfit,0,300,100,3,28,0.257254949713028,0.0107140372452928,0.0215424641267669,0
LIRCMOP9_BC,3,overfit,0,300,500,4,28,0.241889307373816,0.010919541253452,0.0144499613333778,0
LIRCMOP9_BC,3,overfit,0,1000,100,5,28,0.26333376602173,0.0103696274409062,0.0332458823950967,0.321428571428571
LIRCMOP9_BC,3,overfit,0,1000,500,6,28,0.253352103281093,0.00791328221095297,0.0279374607116787,0.178571428571429
LIRCMOP10_BC,1,true_train,0,NaN,NaN,NaN,36,0,0,0,1
LIRCMOP10_BC,1,perturb,0.005,NaN,NaN,1,36,0.00498653231170689,0.000142707318442322,0.000466839058702573,0.916666666666667
LIRCMOP10_BC,1,perturb,0.005,NaN,NaN,2,36,0.00504935274864871,0.000145760900631316,0.000467195066077113,0.888888888888889
LIRCMOP10_BC,1,perturb,0.005,NaN,NaN,3,36,0.0051563923485453,0.000105618274474512,0.000455190142444605,0.861111111111111
LIRCMOP10_BC,1,perturb,0.01,NaN,NaN,1,36,0.00966021659489931,0.000330137612288224,0.000870494597971383,0.916666666666667
LIRCMOP10_BC,1,perturb,0.01,NaN,NaN,2,36,0.00967094929445922,0.000343448776133664,0.000670224784496607,0.833333333333333
LIRCMOP10_BC,1,perturb,0.01,NaN,NaN,3,36,0.00999205554669554,0.000308657512316382,0.000814490640707448,0.777777777777778
LIRCMOP10_BC,1,perturb,0.02,NaN,NaN,1,36,0.0203292617423198,0.00103577202386528,0.00211083734401729,0.5
LIRCMOP10_BC,1,perturb,0.02,NaN,NaN,2,36,0.0205809664037355,0.00118606383473209,0.00304708387372112,0.277777777777778
LIRCMOP10_BC,1,perturb,0.02,NaN,NaN,3,36,0.0194134298131591,0.000884074306395728,0.00191620272463733,0.527777777777778
LIRCMOP10_BC,1,perturb,0.05,NaN,NaN,1,36,0.0493469395314382,0.00515870622246591,0.0146934042716461,0.305555555555556
LIRCMOP10_BC,1,perturb,0.05,NaN,NaN,2,36,0.0496519150105117,0.00431470678154851,0.0112749278907802,0.166666666666667
LIRCMOP10_BC,1,perturb,0.05,NaN,NaN,3,36,0.0505337365984296,0.00629242858918065,0.0146717260741863,0.25
LIRCMOP10_BC,1,overfit,0,100,100,1,36,0.247912105521171,0.0426370562729818,0.0433207913637587,1
LIRCMOP10_BC,1,overfit,0,100,500,2,36,0.243342543893966,0.0332116525459659,0.0352684162311832,1
LIRCMOP10_BC,1,overfit,0,300,100,3,36,0.205697622954851,0.00685717759902668,0.0180294507294793,0
LIRCMOP10_BC,1,overfit,0,300,500,4,36,0.209082759447849,0.00730816277983755,0.0191543320867857,0
LIRCMOP10_BC,1,overfit,0,1000,100,5,36,0.20085440363874,0.00689655495017625,0.0183130896113563,0
LIRCMOP10_BC,1,overfit,0,1000,500,6,36,0.179812949104597,0.00616988256102054,0.0163563799751282,0.277777777777778
LIRCMOP10_BC,2,true_train,0,NaN,NaN,NaN,50,0,0,0,1
LIRCMOP10_BC,2,perturb,0.005,NaN,NaN,1,50,0.00502984257077622,0.000113322487688621,0.000305011698420083,0.92
LIRCMOP10_BC,2,perturb,0.005,NaN,NaN,2,50,0.00500557999233358,0.000164696596923953,0.000324176342776517,0.8
LIRCMOP10_BC,2,perturb,0.005,NaN,NaN,3,50,0.00492743123091661,0.000158899573716779,0.000411416645998197,0.86
LIRCMOP10_BC,2,perturb,0.01,NaN,NaN,1,50,0.00986843805591693,0.000357734829220853,0.000884057810426004,0.66
LIRCMOP10_BC,2,perturb,0.01,NaN,NaN,2,50,0.0105368330498813,0.000298057236602556,0.000807827149176268,0.66
LIRCMOP10_BC,2,perturb,0.01,NaN,NaN,3,50,0.00993612103685016,0.00031805844552515,0.000763310072197921,0.74
LIRCMOP10_BC,2,perturb,0.02,NaN,NaN,1,50,0.0199573484830124,0.00107815508963121,0.00261120676281299,0.32
LIRCMOP10_BC,2,perturb,0.02,NaN,NaN,2,50,0.0205671173620795,0.00099576905346763,0.00244090950061345,0.3
LIRCMOP10_BC,2,perturb,0.02,NaN,NaN,3,50,0.0196668073841205,0.000911810040250311,0.00191168192166125,0.38
LIRCMOP10_BC,2,perturb,0.05,NaN,NaN,1,50,0.0500341942176925,0.0063098375970471,0.0120876646355599,0.12
LIRCMOP10_BC,2,perturb,0.05,NaN,NaN,2,50,0.0502199896202632,0.00505408720731726,0.0105555132908761,0.18
LIRCMOP10_BC,2,perturb,0.05,NaN,NaN,3,50,0.0515869295052143,0.00603163911386513,0.0115121019507151,0.1
LIRCMOP10_BC,2,overfit,0,100,100,1,50,0.228747962587697,0.0611666340593412,0.0642139735234828,1
LIRCMOP10_BC,2,overfit,0,100,500,2,50,0.213834053443306,0.0288982394831179,0.0298393748243329,1
LIRCMOP10_BC,2,overfit,0,300,100,3,50,0.16930073502412,0.00667641017887752,0.0130626725425983,0
LIRCMOP10_BC,2,overfit,0,300,500,4,50,0.166538219996599,0.00637306335896834,0.013285379564211,0.58
LIRCMOP10_BC,2,overfit,0,1000,100,5,50,0.157891973522902,0.00744539705656523,0.0150291114542684,0
LIRCMOP10_BC,2,overfit,0,1000,500,6,50,0.15560997174711,0.00593107919475042,0.0117060921803547,0.58
LIRCMOP10_BC,3,true_train,0,NaN,NaN,NaN,48,0,0,0,1
LIRCMOP10_BC,3,perturb,0.005,NaN,NaN,1,48,0.00519787982597527,0.000143849235750539,0.000350327004406155,0.833333333333333
LIRCMOP10_BC,3,perturb,0.005,NaN,NaN,2,48,0.00490106764033596,0.000100179879248786,0.000279355352103604,0.791666666666667
LIRCMOP10_BC,3,perturb,0.005,NaN,NaN,3,48,0.0051385592073135,0.000121600092598339,0.000367857560162182,0.770833333333333
LIRCMOP10_BC,3,perturb,0.01,NaN,NaN,1,48,0.00978839408362447,0.000346798094080087,0.00108885042321204,0.75
LIRCMOP10_BC,3,perturb,0.01,NaN,NaN,2,48,0.0102427002001188,0.000290796611394544,0.000664787802711473,0.75
LIRCMOP10_BC,3,perturb,0.01,NaN,NaN,3,48,0.00983785069180382,0.000330867376830888,0.000844979673797677,0.729166666666667
LIRCMOP10_BC,3,perturb,0.02,NaN,NaN,1,48,0.0201185879710978,0.000830527081572479,0.00206053559682559,0.583333333333333
LIRCMOP10_BC,3,perturb,0.02,NaN,NaN,2,48,0.0196458235840833,0.000844061085263559,0.00209512620787196,0.458333333333333
LIRCMOP10_BC,3,perturb,0.02,NaN,NaN,3,48,0.0197579340328362,0.00079922820437131,0.00189935938882267,0.458333333333333
LIRCMOP10_BC,3,perturb,0.05,NaN,NaN,1,48,0.0484206624437235,0.00482783271000859,0.00957356953093496,0.125
LIRCMOP10_BC,3,perturb,0.05,NaN,NaN,2,48,0.0501945982246626,0.00502671370785098,0.0114683877857077,0.0833333333333333
LIRCMOP10_BC,3,perturb,0.05,NaN,NaN,3,48,0.0492635565990455,0.00471416309034439,0.0123973662602342,0.229166666666667
LIRCMOP10_BC,3,overfit,0,100,100,1,48,0.24497309738002,0.0470444654716427,0.0476967157272513,1
LIRCMOP10_BC,3,overfit,0,100,500,2,48,0.228977553278276,0.034916598000071,0.0352386190330722,1
LIRCMOP10_BC,3,overfit,0,300,100,3,48,0.192096819774811,0.00723013635415076,0.0129973141399622,0
LIRCMOP10_BC,3,overfit,0,300,500,4,48,0.189890055404116,0.00646043677073343,0.0127843811884268,0.645833333333333
LIRCMOP10_BC,3,overfit,0,1000,100,5,48,0.182406631276882,0.00881524742365858,0.0138075465280807,0
LIRCMOP10_BC,3,overfit,0,1000,500,6,48,0.174433679057561,0.00569645101617857,0.0121935724804253,0.520833333333333
