problem,run,target_FE,actual_FE,generation,figure_file
LIRCMOP8_BC,1,30000,30090,134,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_RegionGAN_compare/refcap5_min16_mb16_LIR5_10_runs1_20260626_201509/CBS_RegionCGAN/LIRCMOP8_BC_run1/figures/LIRCMOP8_BC_run1_FE030000_region_boundary.png
LIRCMOP8_BC,1,50000,50100,221,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_RegionGAN_compare/refcap5_min16_mb16_LIR5_10_runs1_20260626_201509/CBS_RegionCGAN/LIRCMOP8_BC_run1/figures/LIRCMOP8_BC_run1_FE050000_region_boundary.png
LIRCMOP8_BC,1,70000,70110,308,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_RegionGAN_compare/refcap5_min16_mb16_LIR5_10_runs1_20260626_201509/CBS_RegionCGAN/LIRCMOP8_BC_run1/figures/LIRCMOP8_BC_run1_FE070000_region_boundary.png
LIRCMOP8_BC,1,100000,100010,438,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_RegionGAN_compare/refcap5_min16_mb16_LIR5_10_runs1_20260626_201509/CBS_RegionCGAN/LIRCMOP8_BC_run1/figures/LIRCMOP8_BC_run1_FE100000_region_boundary.png
LIRCMOP9_BC,1,10000,10010,45,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_RegionGAN_compare/refcap5_min16_mb16_LIR5_10_runs1_20260626_201509/CBS_RegionCGAN/LIRCMOP9_BC_run1/figures/LIRCMOP9_BC_run1_FE010000_region_boundary.png
LIRCMOP9_BC,1,30000,30040,133,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_RegionGAN_compare/refcap5_min16_mb16_LIR5_10_runs1_20260626_201509/CBS_RegionCGAN/LIRCMOP9_BC_run1/figures/LIRCMOP9_BC_run1_FE030000_region_boundary.png
LIRCMOP9_BC,1,50000,50020,220,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_RegionGAN_compare/refcap5_min16_mb16_LIR5_10_runs1_20260626_201509/CBS_RegionCGAN/LIRCMOP9_BC_run1/figures/LIRCMOP9_BC_run1_FE050000_region_boundary.png
LIRCMOP9_BC,1,70000,70000,307,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_RegionGAN_compare/refcap5_min16_mb16_LIR5_10_runs1_20260626_201509/CBS_RegionCGAN/LIRCMOP9_BC_run1/figures/LIRCMOP9_BC_run1_FE070000_region_boundary.png
LIRCMOP9_BC,1,100000,100130,438,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_RegionGAN_compare/refcap5_min16_mb16_LIR5_10_runs1_20260626_201509/CBS_RegionCGAN/LIRCMOP9_BC_run1/figures/LIRCMOP9_BC_run1_FE100000_region_boundary.png
LIRCMOP10_BC,1,10000,10030,46,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_RegionGAN_compare/refcap5_min16_mb16_LIR5_10_runs1_20260626_201509/CBS_RegionCGAN/LIRCMOP10_BC_run1/figures/LIRCMOP10_BC_run1_FE010000_region_boundary.png
LIRCMOP10_BC,1,30000,30010,133,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_RegionGAN_compare/refcap5_min16_mb16_LIR5_10_runs1_20260626_201509/CBS_RegionCGAN/LIRCMOP10_BC_run1/figures/LIRCMOP10_BC_run1_FE030000_region_boundary.png
LIRCMOP10_BC,1,50000,50020,220,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_RegionGAN_compare/refcap5_min16_mb16_LIR5_10_runs1_20260626_201509/CBS_RegionCGAN/LIRCMOP10_BC_run1/figures/LIRCMOP10_BC_run1_FE050000_region_boundary.png
LIRCMOP10_BC,1,70000,70030,307,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_RegionGAN_compare/refcap5_min16_mb16_LIR5_10_runs1_20260626_201509/CBS_RegionCGAN/LIRCMOP10_BC_run1/figures/LIRCMOP10_BC_run1_FE070000_region_boundary.png
LIRCMOP10_BC,1,100000,100160,438,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_RegionGAN_compare/refcap5_min16_mb16_LIR5_10_runs1_20260626_201509/CBS_RegionCGAN/LIRCMOP10_BC_run1/figures/LIRCMOP10_BC_run1_FE100000_region_boundary.png
