problem,run,target_FE,actual_FE,gen,figure_file,variant,condition_mode
DASCMOP2_BC,1,100000,100188,455,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_CGAN/query_condition_BC_runs1_plot_20260623_090728/B_ref_y_tau/DASCMOP2_BC_run1/figures/DASCMOP2_BC_run1_targetFE100000.png,B_ref_y_tau,ref_y_tau
DASCMOP2_BC,1,NaN,NaN,455,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_CGAN/query_condition_BC_runs1_plot_20260623_090728/B_ref_y_tau/DASCMOP2_BC_run1/figures/DASCMOP2_BC_run1_diagnostic_trends.png,B_ref_y_tau,ref_y_tau
DASCMOP4_BC,1,10000,10102,48,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_CGAN/query_condition_BC_runs1_plot_20260623_090728/B_ref_y_tau/DASCMOP4_BC_run1/figures/DASCMOP4_BC_run1_targetFE010000.png,B_ref_y_tau,ref_y_tau
DASCMOP4_BC,1,30000,30122,139,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_CGAN/query_condition_BC_runs1_plot_20260623_090728/B_ref_y_tau/DASCMOP4_BC_run1/figures/DASCMOP4_BC_run1_targetFE030000.png,B_ref_y_tau,ref_y_tau
DASCMOP4_BC,1,50000,50142,230,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_CGAN/query_condition_BC_runs1_plot_20260623_090728/B_ref_y_tau/DASCMOP4_BC_run1/figures/DASCMOP4_BC_run1_targetFE050000.png,B_ref_y_tau,ref_y_tau
DASCMOP4_BC,1,70000,70162,321,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_CGAN/query_condition_BC_runs1_plot_20260623_090728/B_ref_y_tau/DASCMOP4_BC_run1/figures/DASCMOP4_BC_run1_targetFE070000.png,B_ref_y_tau,ref_y_tau
DASCMOP4_BC,1,100000,100082,457,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_CGAN/query_condition_BC_runs1_plot_20260623_090728/B_ref_y_tau/DASCMOP4_BC_run1/figures/DASCMOP4_BC_run1_targetFE100000.png,B_ref_y_tau,ref_y_tau
DASCMOP4_BC,1,NaN,NaN,457,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_CGAN/query_condition_BC_runs1_plot_20260623_090728/B_ref_y_tau/DASCMOP4_BC_run1/figures/DASCMOP4_BC_run1_diagnostic_trends.png,B_ref_y_tau,ref_y_tau
DASCMOP5_BC,1,10000,10000,49,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_CGAN/query_condition_BC_runs1_plot_20260623_090728/B_ref_y_tau/DASCMOP5_BC_run1/figures/DASCMOP5_BC_run1_targetFE010000.png,B_ref_y_tau,ref_y_tau
DASCMOP5_BC,1,30000,30000,149,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_CGAN/query_condition_BC_runs1_plot_20260623_090728/B_ref_y_tau/DASCMOP5_BC_run1/figures/DASCMOP5_BC_run1_targetFE030000.png,B_ref_y_tau,ref_y_tau
DASCMOP5_BC,1,50000,50000,249,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_CGAN/query_condition_BC_runs1_plot_20260623_090728/B_ref_y_tau/DASCMOP5_BC_run1/figures/DASCMOP5_BC_run1_targetFE050000.png,B_ref_y_tau,ref_y_tau
DASCMOP5_BC,1,70000,70179,346,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_CGAN/query_condition_BC_runs1_plot_20260623_090728/B_ref_y_tau/DASCMOP5_BC_run1/figures/DASCMOP5_BC_run1_targetFE070000.png,B_ref_y_tau,ref_y_tau
DASCMOP5_BC,1,100000,100099,482,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_CGAN/query_condition_BC_runs1_plot_20260623_090728/B_ref_y_tau/DASCMOP5_BC_run1/figures/DASCMOP5_BC_run1_targetFE100000.png,B_ref_y_tau,ref_y_tau
DASCMOP5_BC,1,NaN,NaN,482,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_CGAN/query_condition_BC_runs1_plot_20260623_090728/B_ref_y_tau/DASCMOP5_BC_run1/figures/DASCMOP5_BC_run1_diagnostic_trends.png,B_ref_y_tau,ref_y_tau
LIRCMOP5_BC,1,10000,10100,48,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_CGAN/query_condition_BC_runs1_plot_20260623_090728/B_ref_y_tau/LIRCMOP5_BC_run1/figures/LIRCMOP5_BC_run1_targetFE010000.png,B_ref_y_tau,ref_y_tau
LIRCMOP5_BC,1,30000,30120,139,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_CGAN/query_condition_BC_runs1_plot_20260623_090728/B_ref_y_tau/LIRCMOP5_BC_run1/figures/LIRCMOP5_BC_run1_targetFE030000.png,B_ref_y_tau,ref_y_tau
LIRCMOP5_BC,1,50000,50140,230,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_CGAN/query_condition_BC_runs1_plot_20260623_090728/B_ref_y_tau/LIRCMOP5_BC_run1/figures/LIRCMOP5_BC_run1_targetFE050000.png,B_ref_y_tau,ref_y_tau
LIRCMOP5_BC,1,70000,70160,321,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_CGAN/query_condition_BC_runs1_plot_20260623_090728/B_ref_y_tau/LIRCMOP5_BC_run1/figures/LIRCMOP5_BC_run1_targetFE070000.png,B_ref_y_tau,ref_y_tau
LIRCMOP5_BC,1,100000,100080,457,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_CGAN/query_condition_BC_runs1_plot_20260623_090728/B_ref_y_tau/LIRCMOP5_BC_run1/figures/LIRCMOP5_BC_run1_targetFE100000.png,B_ref_y_tau,ref_y_tau
LIRCMOP5_BC,1,NaN,NaN,457,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_CGAN/query_condition_BC_runs1_plot_20260623_090728/B_ref_y_tau/LIRCMOP5_BC_run1/figures/LIRCMOP5_BC_run1_diagnostic_trends.png,B_ref_y_tau,ref_y_tau
LIRCMOP6_BC,1,10000,10174,49,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_CGAN/query_condition_BC_runs1_plot_20260623_090728/B_ref_y_tau/LIRCMOP6_BC_run1/figures/LIRCMOP6_BC_run1_targetFE010000.png,B_ref_y_tau,ref_y_tau
LIRCMOP6_BC,1,30000,30194,140,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_CGAN/query_condition_BC_runs1_plot_20260623_090728/B_ref_y_tau/LIRCMOP6_BC_run1/figures/LIRCMOP6_BC_run1_targetFE030000.png,B_ref_y_tau,ref_y_tau
LIRCMOP6_BC,1,50000,50214,231,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_CGAN/query_condition_BC_runs1_plot_20260623_090728/B_ref_y_tau/LIRCMOP6_BC_run1/figures/LIRCMOP6_BC_run1_targetFE050000.png,B_ref_y_tau,ref_y_tau
LIRCMOP6_BC,1,70000,70014,321,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_CGAN/query_condition_BC_runs1_plot_20260623_090728/B_ref_y_tau/LIRCMOP6_BC_run1/figures/LIRCMOP6_BC_run1_targetFE070000.png,B_ref_y_tau,ref_y_tau
LIRCMOP6_BC,1,100000,100154,458,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_CGAN/query_condition_BC_runs1_plot_20260623_090728/B_ref_y_tau/LIRCMOP6_BC_run1/figures/LIRCMOP6_BC_run1_targetFE100000.png,B_ref_y_tau,ref_y_tau
LIRCMOP6_BC,1,NaN,NaN,458,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_CGAN/query_condition_BC_runs1_plot_20260623_090728/B_ref_y_tau/LIRCMOP6_BC_run1/figures/LIRCMOP6_BC_run1_diagnostic_trends.png,B_ref_y_tau,ref_y_tau
LIRCMOP7_BC,1,10000,10110,47,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_CGAN/query_condition_BC_runs1_plot_20260623_090728/B_ref_y_tau/LIRCMOP7_BC_run1/figures/LIRCMOP7_BC_run1_targetFE010000.png,B_ref_y_tau,ref_y_tau
LIRCMOP7_BC,1,30000,30130,138,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_CGAN/query_condition_BC_runs1_plot_20260623_090728/B_ref_y_tau/LIRCMOP7_BC_run1/figures/LIRCMOP7_BC_run1_targetFE030000.png,B_ref_y_tau,ref_y_tau
LIRCMOP7_BC,1,50000,50150,229,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_CGAN/query_condition_BC_runs1_plot_20260623_090728/B_ref_y_tau/LIRCMOP7_BC_run1/figures/LIRCMOP7_BC_run1_targetFE050000.png,B_ref_y_tau,ref_y_tau
LIRCMOP7_BC,1,70000,70170,320,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_CGAN/query_condition_BC_runs1_plot_20260623_090728/B_ref_y_tau/LIRCMOP7_BC_run1/figures/LIRCMOP7_BC_run1_targetFE070000.png,B_ref_y_tau,ref_y_tau
LIRCMOP7_BC,1,100000,100090,456,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_CGAN/query_condition_BC_runs1_plot_20260623_090728/B_ref_y_tau/LIRCMOP7_BC_run1/figures/LIRCMOP7_BC_run1_targetFE100000.png,B_ref_y_tau,ref_y_tau
LIRCMOP7_BC,1,NaN,NaN,456,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_CGAN/query_condition_BC_runs1_plot_20260623_090728/B_ref_y_tau/LIRCMOP7_BC_run1/figures/LIRCMOP7_BC_run1_diagnostic_trends.png,B_ref_y_tau,ref_y_tau
LIRCMOP8_BC,1,10000,10166,48,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_CGAN/query_condition_BC_runs1_plot_20260623_090728/B_ref_y_tau/LIRCMOP8_BC_run1/figures/LIRCMOP8_BC_run1_targetFE010000.png,B_ref_y_tau,ref_y_tau
LIRCMOP8_BC,1,30000,30186,139,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_CGAN/query_condition_BC_runs1_plot_20260623_090728/B_ref_y_tau/LIRCMOP8_BC_run1/figures/LIRCMOP8_BC_run1_targetFE030000.png,B_ref_y_tau,ref_y_tau
LIRCMOP8_BC,1,50000,50206,230,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_CGAN/query_condition_BC_runs1_plot_20260623_090728/B_ref_y_tau/LIRCMOP8_BC_run1/figures/LIRCMOP8_BC_run1_targetFE050000.png,B_ref_y_tau,ref_y_tau
LIRCMOP8_BC,1,70000,70006,320,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_CGAN/query_condition_BC_runs1_plot_20260623_090728/B_ref_y_tau/LIRCMOP8_BC_run1/figures/LIRCMOP8_BC_run1_targetFE070000.png,B_ref_y_tau,ref_y_tau
LIRCMOP8_BC,1,100000,100146,457,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_CGAN/query_condition_BC_runs1_plot_20260623_090728/B_ref_y_tau/LIRCMOP8_BC_run1/figures/LIRCMOP8_BC_run1_targetFE100000.png,B_ref_y_tau,ref_y_tau
LIRCMOP8_BC,1,NaN,NaN,457,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_CGAN/query_condition_BC_runs1_plot_20260623_090728/B_ref_y_tau/LIRCMOP8_BC_run1/figures/LIRCMOP8_BC_run1_diagnostic_trends.png,B_ref_y_tau,ref_y_tau
LIRCMOP9_BC,1,10000,10213,47,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_CGAN/query_condition_BC_runs1_plot_20260623_090728/B_ref_y_tau/LIRCMOP9_BC_run1/figures/LIRCMOP9_BC_run1_targetFE010000.png,B_ref_y_tau,ref_y_tau
LIRCMOP9_BC,1,30000,30013,137,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_CGAN/query_condition_BC_runs1_plot_20260623_090728/B_ref_y_tau/LIRCMOP9_BC_run1/figures/LIRCMOP9_BC_run1_targetFE030000.png,B_ref_y_tau,ref_y_tau
LIRCMOP9_BC,1,50000,50033,228,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_CGAN/query_condition_BC_runs1_plot_20260623_090728/B_ref_y_tau/LIRCMOP9_BC_run1/figures/LIRCMOP9_BC_run1_targetFE050000.png,B_ref_y_tau,ref_y_tau
LIRCMOP9_BC,1,70000,70053,319,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_CGAN/query_condition_BC_runs1_plot_20260623_090728/B_ref_y_tau/LIRCMOP9_BC_run1/figures/LIRCMOP9_BC_run1_targetFE070000.png,B_ref_y_tau,ref_y_tau
LIRCMOP9_BC,1,100000,100193,456,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_CGAN/query_condition_BC_runs1_plot_20260623_090728/B_ref_y_tau/LIRCMOP9_BC_run1/figures/LIRCMOP9_BC_run1_targetFE100000.png,B_ref_y_tau,ref_y_tau
LIRCMOP9_BC,1,NaN,NaN,456,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_CGAN/query_condition_BC_runs1_plot_20260623_090728/B_ref_y_tau/LIRCMOP9_BC_run1/figures/LIRCMOP9_BC_run1_diagnostic_trends.png,B_ref_y_tau,ref_y_tau
LIRCMOP10_BC,1,10000,10170,47,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_CGAN/query_condition_BC_runs1_plot_20260623_090728/B_ref_y_tau/LIRCMOP10_BC_run1/figures/LIRCMOP10_BC_run1_targetFE010000.png,B_ref_y_tau,ref_y_tau
LIRCMOP10_BC,1,30000,30190,138,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_CGAN/query_condition_BC_runs1_plot_20260623_090728/B_ref_y_tau/LIRCMOP10_BC_run1/figures/LIRCMOP10_BC_run1_targetFE030000.png,B_ref_y_tau,ref_y_tau
LIRCMOP10_BC,1,50000,50210,229,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_CGAN/query_condition_BC_runs1_plot_20260623_090728/B_ref_y_tau/LIRCMOP10_BC_run1/figures/LIRCMOP10_BC_run1_targetFE050000.png,B_ref_y_tau,ref_y_tau
LIRCMOP10_BC,1,70000,70010,319,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_CGAN/query_condition_BC_runs1_plot_20260623_090728/B_ref_y_tau/LIRCMOP10_BC_run1/figures/LIRCMOP10_BC_run1_targetFE070000.png,B_ref_y_tau,ref_y_tau
LIRCMOP10_BC,1,100000,100150,456,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_CGAN/query_condition_BC_runs1_plot_20260623_090728/B_ref_y_tau/LIRCMOP10_BC_run1/figures/LIRCMOP10_BC_run1_targetFE100000.png,B_ref_y_tau,ref_y_tau
LIRCMOP10_BC,1,NaN,NaN,456,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_CGAN/query_condition_BC_runs1_plot_20260623_090728/B_ref_y_tau/LIRCMOP10_BC_run1/figures/LIRCMOP10_BC_run1_diagnostic_trends.png,B_ref_y_tau,ref_y_tau
DASCMOP1_BC,1,10000,10218,46,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_CGAN/query_condition_BC_runs1_plot_20260623_090728/C_ref_y/DASCMOP1_BC_run1/figures/DASCMOP1_BC_run1_targetFE010000.png,C_ref_y,ref_y
DASCMOP1_BC,1,30000,30163,137,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_CGAN/query_condition_BC_runs1_plot_20260623_090728/C_ref_y/DASCMOP1_BC_run1/figures/DASCMOP1_BC_run1_targetFE030000.png,C_ref_y,ref_y
DASCMOP1_BC,1,50000,50183,228,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_CGAN/query_condition_BC_runs1_plot_20260623_090728/C_ref_y/DASCMOP1_BC_run1/figures/DASCMOP1_BC_run1_targetFE050000.png,C_ref_y,ref_y
DASCMOP1_BC,1,70000,70203,319,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_CGAN/query_condition_BC_runs1_plot_20260623_090728/C_ref_y/DASCMOP1_BC_run1/figures/DASCMOP1_BC_run1_targetFE070000.png,C_ref_y,ref_y
DASCMOP1_BC,1,100000,100123,455,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_CGAN/query_condition_BC_runs1_plot_20260623_090728/C_ref_y/DASCMOP1_BC_run1/figures/DASCMOP1_BC_run1_targetFE100000.png,C_ref_y,ref_y
DASCMOP1_BC,1,NaN,NaN,455,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_CGAN/query_condition_BC_runs1_plot_20260623_090728/C_ref_y/DASCMOP1_BC_run1/figures/DASCMOP1_BC_run1_diagnostic_trends.png,C_ref_y,ref_y
DASCMOP2_BC,1,10000,10211,46,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_CGAN/query_condition_BC_runs1_plot_20260623_090728/C_ref_y/DASCMOP2_BC_run1/figures/DASCMOP2_BC_run1_targetFE010000.png,C_ref_y,ref_y
DASCMOP2_BC,1,30000,30011,136,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_CGAN/query_condition_BC_runs1_plot_20260623_090728/C_ref_y/DASCMOP2_BC_run1/figures/DASCMOP2_BC_run1_targetFE030000.png,C_ref_y,ref_y
DASCMOP2_BC,1,50000,50031,227,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_CGAN/query_condition_BC_runs1_plot_20260623_090728/C_ref_y/DASCMOP2_BC_run1/figures/DASCMOP2_BC_run1_targetFE050000.png,C_ref_y,ref_y
DASCMOP2_BC,1,70000,70051,318,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_CGAN/query_condition_BC_runs1_plot_20260623_090728/C_ref_y/DASCMOP2_BC_run1/figures/DASCMOP2_BC_run1_targetFE070000.png,C_ref_y,ref_y
DASCMOP2_BC,1,100000,100191,455,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_CGAN/query_condition_BC_runs1_plot_20260623_090728/C_ref_y/DASCMOP2_BC_run1/figures/DASCMOP2_BC_run1_targetFE100000.png,C_ref_y,ref_y
DASCMOP2_BC,1,NaN,NaN,455,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_CGAN/query_condition_BC_runs1_plot_20260623_090728/C_ref_y/DASCMOP2_BC_run1/figures/DASCMOP2_BC_run1_diagnostic_trends.png,C_ref_y,ref_y
DASCMOP4_BC,1,10000,10071,48,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_CGAN/query_condition_BC_runs1_plot_20260623_090728/C_ref_y/DASCMOP4_BC_run1/figures/DASCMOP4_BC_run1_targetFE010000.png,C_ref_y,ref_y
DASCMOP4_BC,1,30000,30091,139,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_CGAN/query_condition_BC_runs1_plot_20260623_090728/C_ref_y/DASCMOP4_BC_run1/figures/DASCMOP4_BC_run1_targetFE030000.png,C_ref_y,ref_y
DASCMOP4_BC,1,50000,50111,230,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_CGAN/query_condition_BC_runs1_plot_20260623_090728/C_ref_y/DASCMOP4_BC_run1/figures/DASCMOP4_BC_run1_targetFE050000.png,C_ref_y,ref_y
DASCMOP4_BC,1,70000,70131,321,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_CGAN/query_condition_BC_runs1_plot_20260623_090728/C_ref_y/DASCMOP4_BC_run1/figures/DASCMOP4_BC_run1_targetFE070000.png,C_ref_y,ref_y
DASCMOP4_BC,1,100000,100051,457,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_CGAN/query_condition_BC_runs1_plot_20260623_090728/C_ref_y/DASCMOP4_BC_run1/figures/DASCMOP4_BC_run1_targetFE100000.png,C_ref_y,ref_y
DASCMOP4_BC,1,NaN,NaN,457,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_CGAN/query_condition_BC_runs1_plot_20260623_090728/C_ref_y/DASCMOP4_BC_run1/figures/DASCMOP4_BC_run1_diagnostic_trends.png,C_ref_y,ref_y
DASCMOP5_BC,1,10000,10000,49,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_CGAN/query_condition_BC_runs1_plot_20260623_090728/C_ref_y/DASCMOP5_BC_run1/figures/DASCMOP5_BC_run1_targetFE010000.png,C_ref_y,ref_y
DASCMOP5_BC,1,30000,30000,149,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_CGAN/query_condition_BC_runs1_plot_20260623_090728/C_ref_y/DASCMOP5_BC_run1/figures/DASCMOP5_BC_run1_targetFE030000.png,C_ref_y,ref_y
DASCMOP5_BC,1,50000,50000,249,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_CGAN/query_condition_BC_runs1_plot_20260623_090728/C_ref_y/DASCMOP5_BC_run1/figures/DASCMOP5_BC_run1_targetFE050000.png,C_ref_y,ref_y
DASCMOP5_BC,1,70000,70201,346,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_CGAN/query_condition_BC_runs1_plot_20260623_090728/C_ref_y/DASCMOP5_BC_run1/figures/DASCMOP5_BC_run1_targetFE070000.png,C_ref_y,ref_y
DASCMOP5_BC,1,100000,100121,482,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_CGAN/query_condition_BC_runs1_plot_20260623_090728/C_ref_y/DASCMOP5_BC_run1/figures/DASCMOP5_BC_run1_targetFE100000.png,C_ref_y,ref_y
DASCMOP5_BC,1,NaN,NaN,482,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_CGAN/query_condition_BC_runs1_plot_20260623_090728/C_ref_y/DASCMOP5_BC_run1/figures/DASCMOP5_BC_run1_diagnostic_trends.png,C_ref_y,ref_y
LIRCMOP5_BC,1,10000,10100,48,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_CGAN/query_condition_BC_runs1_plot_20260623_090728/C_ref_y/LIRCMOP5_BC_run1/figures/LIRCMOP5_BC_run1_targetFE010000.png,C_ref_y,ref_y
LIRCMOP5_BC,1,30000,30115,139,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_CGAN/query_condition_BC_runs1_plot_20260623_090728/C_ref_y/LIRCMOP5_BC_run1/figures/LIRCMOP5_BC_run1_targetFE030000.png,C_ref_y,ref_y
LIRCMOP5_BC,1,50000,50135,230,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_CGAN/query_condition_BC_runs1_plot_20260623_090728/C_ref_y/LIRCMOP5_BC_run1/figures/LIRCMOP5_BC_run1_targetFE050000.png,C_ref_y,ref_y
LIRCMOP5_BC,1,70000,70155,321,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_CGAN/query_condition_BC_runs1_plot_20260623_090728/C_ref_y/LIRCMOP5_BC_run1/figures/LIRCMOP5_BC_run1_targetFE070000.png,C_ref_y,ref_y
LIRCMOP5_BC,1,100000,100075,457,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_CGAN/query_condition_BC_runs1_plot_20260623_090728/C_ref_y/LIRCMOP5_BC_run1/figures/LIRCMOP5_BC_run1_targetFE100000.png,C_ref_y,ref_y
LIRCMOP5_BC,1,NaN,NaN,457,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_CGAN/query_condition_BC_runs1_plot_20260623_090728/C_ref_y/LIRCMOP5_BC_run1/figures/LIRCMOP5_BC_run1_diagnostic_trends.png,C_ref_y,ref_y
LIRCMOP6_BC,1,10000,10165,49,/Users/lanai/Code/Matlab/PlatEMO/PlatEMO/Data/CBS_CGAN/query_condition_BC_runs1_plot_20260623_090728/C_ref_y/LIRCMOP6_BC_run1/figures/LIRCMOP6_BC_run1_targetFE010000.png,C_ref_y,ref_y
