problem,run,condition_mode,target_FE,actual_FE,gen,bmem_count,boundary_count,bmem_ref_coverage,finite_gap_count,inf_gap_count,median_gap,max_gap,train_count,query_count,condition_dim,train_param_ratio,gan_sample_reuse,train_pair_dec_dist50,train_pair_dec_dist90,train_tau_iqr,missing_ref_query_count,large_gap_query_count,raw_generated_count,feasible_generated_count,generated_per_train,boundary_dist50,boundary_dist90,query_width90,segment_width90,segment_width90_ratio,side_rate,pair_margin50,ref_cover,query_obj_dist50,query_obj_dist90,missing_ref_query_obj_dist90,large_gap_query_obj_dist90,feasible_rate,boundary_sample_current_count,boundary_sample_prev_pair_count,boundary_sample_merged_count,boundary_sample_finite_count,boundary_feasible_count,boundary_infeasible_count,boundary_main_feasible_count,boundary_ref_with_main_feasible_count,boundary_ref_with_neighbor_infeasible_count,boundary_ref_pairable_count,boundary_pair_distance_count,boundary_pair_dominated_skip_count,boundary_pair_appended_count,boundary_candidate_raw_count,boundary_candidate_finite_count,boundary_candidate_pareto_count,boundary_candidate_gap_count,boundary_candidate_dedup_count,boundary_candidate_final_count,dataset_bmem_input_count,dataset_valid_train_count,dataset_invalid_train_count,dataset_query_count,variant
DASCMOP4_BC,1,ref_y_tau,10000,10102,48,16,1,0.06,16,0,0.0016077195385065,0.00513295990474955,16,20,5,0.000826488971537786,100,0.100821957772524,0.106555038882149,0,20,0,20,0,1.25,1.55939752294055,2.03451972912481,0,2.03451972912481,NaN,0.6,0.00788786202102114,0,1.55979271081211,2.03587147216795,2.03587147216795,NaN,0,400,15,430,430,130,300,27,9,85,8,2201,0,24,24,24,24,16,16,16,16,16,0,20,B_ref_y_tau
DASCMOP4_BC,1,ref_y_tau,30000,30122,139,72,1,0.24,72,0,0.000283159679635671,0.00136375577481879,72,20,5,0.00371920037192004,44.4444444444444,0.00327898481391134,0.0984851722389959,0,20,0,20,0,0.277777777777778,1.35340563603093,1.73572534528926,0,1.73572534528926,NaN,0.65,0.00162393269848567,0,1.36415048339404,1.75568081942229,1.75568081942229,NaN,0,400,75,550,550,194,356,179,28,100,28,9478,0,84,84,84,84,72,72,72,72,72,0,20,B_ref_y_tau
DASCMOP4_BC,1,ref_y_tau,50000,50142,230,51,1,0.17,51,0,0.000141018621035884,0.000476605090408048,51,20,5,0.00263443359677669,62.7450980392157,0.00152065379455162,0.134931745600055,0,11,9,20,0,0.392156862745098,1.49961886261152,1.70811394021182,0,1.71029554312872,NaN,0.95,0.00280056385373346,0,1.50165293422357,1.71146175297187,1.72604916530307,1.62251359920117,0,400,54,508,508,169,339,157,23,100,23,6212,4,69,69,69,69,51,51,51,51,51,0,20,B_ref_y_tau
DASCMOP4_BC,1,ref_y_tau,70000,70162,321,51,1,0.17,51,0,9.32589762787337e-05,0.000476403268121706,51,20,5,0.00263443359677669,62.7450980392157,0.00107379772574967,0.0941792028401324,0,20,0,20,0,0.392156862745098,1.02302495421299,1.94338987264552,0,1.94338987264552,NaN,0.85,0.000614908526290009,0,1.02599858189547,1.94501478483259,1.94501478483259,NaN,0,400,60,520,520,175,345,161,21,100,21,7488,0,63,63,63,63,51,51,51,51,51,0,20,B_ref_y_tau
DASCMOP4_BC,1,ref_y_tau,100000,100082,457,51,1,0.17,51,0,7.40733593706948e-05,0.000350331550082822,51,20,5,0.00263443359677669,62.7450980392157,0.00150548858827066,0.0979248745630311,0,20,0,20,0,0.392156862745098,0.502719827743838,0.776105948935107,0,0.776105948935107,NaN,0.2,-0.0011198110160064,0,0.504833661732603,0.778594399510685,0.778594399510685,NaN,0,400,42,484,484,147,337,142,22,100,22,5676,0,66,66,66,66,51,51,51,51,51,0,20,B_ref_y_tau
DASCMOP5_BC,1,ref_y_tau,10000,10000,49,0,0,NaN,0,0,NaN,NaN,0,0,5,0,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,400,0,400,400,0,400,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B_ref_y_tau
DASCMOP5_BC,1,ref_y_tau,30000,30000,149,0,0,NaN,0,0,NaN,NaN,0,0,5,0,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,400,0,400,400,0,400,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B_ref_y_tau
DASCMOP5_BC,1,ref_y_tau,50000,50000,249,0,0,NaN,0,0,NaN,NaN,0,0,5,0,NaN,NaN,NaN,NaN,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,400,0,400,400,0,400,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B_ref_y_tau
DASCMOP5_BC,1,ref_y_tau,70000,70179,346,81,1,0.27,81,0,0.00127791219681317,0.00276539054811341,81,20,5,0.00418410041841004,39.5061728395062,0.0159167993941484,0.142861551455857,0,20,0,20,0,0.246913580246914,1.7720761831251,2.1081469196697,0,2.11170401803509,NaN,0.95,0.00168272708016255,0,1.77822107257619,2.11296531248407,2.11296531248407,NaN,0,400,76,552,552,275,277,217,32,100,32,4192,34,83,83,83,83,81,81,81,81,81,0,20,B_ref_y_tau
DASCMOP5_BC,1,ref_y_tau,100000,100099,482,66,1,0.22,66,0,0.00109941749696568,0.00329667855196056,66,20,5,0.00340926700759337,48.4848484848485,0.0213082429318717,0.101851050307925,0,20,0,20,0,0.303030303030303,0.968110290504435,1.40748027109645,0,1.409014845676,NaN,0.95,0.00508896643444633,0,0.972192789618207,1.41182852424824,1.41182852424824,NaN,0,400,63,526,526,226,300,214,22,99,22,4908,7,66,66,66,66,66,66,66,66,66,0,20,B_ref_y_tau
LIRCMOP5_BC,1,ref_y_tau,10000,10100,48,105,1,0.35,105,0,0.0044746084460215,0.0104959656455092,105,20,5,0.00542383387571672,30.4761904761905,0.287466301715863,0.442405222991251,0,20,0,20,20,0.19047619047619,0.0113111931794639,0.0182636479402872,0,0.0235649589455264,NaN,0.7,0.0158094888181088,0.342857142857143,0.0144198383237396,0.0246478652060115,0.0246478652060115,NaN,1,400,106,612,612,454,158,200,51,87,42,3147,0,120,120,120,120,105,105,105,105,105,0,20,B_ref_y_tau
LIRCMOP5_BC,1,ref_y_tau,30000,30120,139,186,1,0.62,186,0,0.00173789096922716,0.00544409970374841,186,20,5,0.00960793429412676,17.2043010752688,0.274663193695161,0.388031274881458,0,20,0,20,14,0.10752688172043,0.0228754112209044,0.0381641337636223,0,0.0434963735663528,NaN,0.85,0.014887990051759,0.145161290322581,0.0268865035657911,0.047045914535082,0.047045914535082,NaN,0.7,400,171,742,742,426,316,322,68,100,68,9781,2,204,204,204,204,186,186,186,186,186,0,20,B_ref_y_tau
LIRCMOP5_BC,1,ref_y_tau,50000,50140,230,64,1,0.22,64,0,0.00143217351322573,0.00697598419012572,64,20,5,0.00330595588615114,50,0.330348721010688,0.456857428153102,0,12,8,20,20,0.3125,0.0440661178613762,0.0757531730785013,0,0.0757531730785013,NaN,0.85,0.0690188917925274,0.681818181818182,0.0532913815232132,0.0851536160587889,0.0915212997920038,0.058412345327257,1,400,42,484,484,360,124,199,56,35,22,4942,0,66,66,66,66,64,64,64,64,64,0,20,B_ref_y_tau
LIRCMOP5_BC,1,ref_y_tau,70000,70160,321,156,1,0.52,156,0,0.00421777334050022,0.0115278459211983,156,20,5,0.00805826747249341,20.5128205128205,0.455831663541119,0.792736321666739,0,20,0,20,6,0.128205128205128,0.00999207121401285,0.0384798281009682,0,0.0393472392337526,NaN,0.75,0.0116413460952025,0.153846153846154,0.0126423205931877,0.0406710620382753,0.0406710620382753,NaN,0.3,400,159,718,718,360,358,259,54,100,54,10761,1,159,159,159,159,156,156,156,156,156,0,20,B_ref_y_tau
LIRCMOP5_BC,1,ref_y_tau,100000,100080,457,121,1,0.41,121,0,0.00911044921568888,0.028531860823949,121,20,5,0.00625032284725451,26.4462809917355,0.131336252253169,0.230599215444982,0,20,0,20,10,0.165289256198347,0.000807220045361186,0.0098997219807623,0,0.0225814602576414,NaN,0.3,-0.0358011110167946,0.0487804878048781,0.00122106854657039,0.0237200793270999,0.0237200793270999,NaN,0.5,400,105,610,610,368,242,275,64,100,64,6412,1461,155,155,155,152,121,121,121,121,121,0,20,B_ref_y_tau
LIRCMOP6_BC,1,ref_y_tau,10000,10174,49,51,1,0.17,51,0,0.00551607412384635,0.0113170448176334,51,20,5,0.00263443359677669,62.7450980392157,0.304313980150335,0.428536201670367,0,11,9,20,20,0.392156862745098,0.0255765268361222,0.0288006482527703,0,0.0398627628766134,NaN,0.7,0.0190211557837163,0.823529411764706,0.0329945239059269,0.0410193850827208,0.0404156363877422,0.0414675033749288,1,400,52,504,504,440,64,196,52,36,19,1184,0,57,57,57,57,51,51,51,51,51,0,20,B_ref_y_tau
LIRCMOP6_BC,1,ref_y_tau,30000,30194,140,117,1,0.39,117,0,0.00153729474807394,0.0033092815533744,117,20,5,0.00604370060437006,27.3504273504273,0.384672595686276,0.56035941754281,0,13,7,20,7,0.170940170940171,0.0077797430813061,0.0144992763355669,0,0.0145919755794776,NaN,0.7,0.0234018737315368,0.230769230769231,0.00940469697217322,0.014679201342932,0.0157207265426992,0.0140478246129334,0.35,400,129,658,658,450,208,286,61,61,47,7394,9,138,138,138,138,117,117,117,117,117,0,20,B_ref_y_tau
LIRCMOP6_BC,1,ref_y_tau,50000,50214,231,218,1,0.73,218,0,0.00145568849524666,0.00459067049816627,218,20,5,0.0112609122372023,14.6788990825688,0.443049799589252,0.723312650163864,0,20,0,20,3,0.0917431192660551,0.0055047416577172,0.01301951108013,0,0.021245977067939,NaN,0.65,0.0154443705317665,0.0821917808219178,0.0105401252640754,0.0218274706880878,0.0218274706880878,NaN,0.15,400,195,790,790,452,338,346,80,100,80,10438,2,240,240,240,240,218,218,218,218,218,0,20,B_ref_y_tau
LIRCMOP6_BC,1,ref_y_tau,70000,70014,321,60,1,0.2,60,0,0.00402354675899284,0.00969649720639512,60,20,5,0.0030993336432667,53.3333333333333,0.205114692502076,0.686518904217292,0,20,0,20,3,0.333333333333333,0.00884209049265724,0.0105578753417628,0,0.0208541495216125,NaN,0.7,0.00731729957752184,0.2,0.0113238450279945,0.0212403464181312,0.0212403464181312,NaN,0.15,400,63,526,526,333,193,188,27,100,27,6603,3,81,81,81,81,60,60,60,60,60,0,20,B_ref_y_tau
LIRCMOP6_BC,1,ref_y_tau,100000,100154,458,81,1,0.27,81,0,0.0262669254161372,0.0442383950642036,81,20,5,0.00418410041841004,39.5061728395062,0.175212724961903,0.24028320516677,0,20,0,20,2,0.246913580246914,0.00918508340169976,0.0129271963155379,0,0.0274531627991826,NaN,0.5,-0.000554892838162055,0.0740740740740741,0.0156191306082942,0.0276422668224562,0.0276422668224562,NaN,0.1,400,89,578,578,354,224,256,41,90,40,7813,2666,81,81,81,81,81,81,81,81,81,0,20,B_ref_y_tau
LIRCMOP7_BC,1,ref_y_tau,10000,10110,47,163,1,0.55,163,0,0.00540545648243708,0.0151446125262367,163,20,5,0.0084198563975412,19.6319018404908,0.284342684368699,0.430590529695356,0,20,0,20,14,0.122699386503067,0.020212165425064,0.0437496288645673,0,0.0566615677965153,NaN,0.65,0.0140236434805409,0.181818181818182,0.0467332531462657,0.0648768381441742,0.0648768381441742,NaN,0.7,400,138,676,676,362,314,254,61,100,61,7588,1,183,183,183,183,163,163,163,163,163,0,20,B_ref_y_tau
LIRCMOP7_BC,1,ref_y_tau,30000,30130,138,63,1,0.21,63,0,0.000744118737855426,0.00350757570804622,63,20,5,0.00325430032543003,50.7936507936508,0.287863420896574,0.395595657436018,0,20,0,20,2,0.317460317460317,0.0046719084638175,0.00732048182257815,0,0.0229695285302278,NaN,0.45,-0.00304450941486456,0.0952380952380952,0.0225720549015553,0.029197328211201,0.029197328211201,NaN,0.1,400,76,552,552,371,181,192,46,60,24,8405,0,72,72,72,72,63,63,63,63,63,0,20,B_ref_y_tau
LIRCMOP7_BC,1,ref_y_tau,50000,50150,229,90,1,0.3,90,0,0.00195892334843191,0.00552242560653657,90,20,5,0.00464900046490005,35.5555555555556,0.322749471844233,0.480578090130963,0,20,0,20,11,0.222222222222222,0.0101923618022229,0.0160450364183451,0,0.0160450364183451,NaN,0.3,-0.0646762202418829,0.133333333333333,0.0155566556334651,0.0183142378957817,0.0183142378957817,NaN,0.55,400,87,574,574,354,220,210,47,66,33,6730,14,96,96,96,96,90,90,90,90,90,0,20,B_ref_y_tau
LIRCMOP7_BC,1,ref_y_tau,70000,70170,320,219,1,0.73,219,0,0.00221178077647477,0.00778633581560755,219,20,5,0.0113125677979234,14.6118721461187,0.402613646150404,0.838650202832547,0,20,0,20,1,0.091324200913242,0.021154017071667,0.0444349724320249,0,0.0461153614593441,NaN,0.85,0.0357589640670143,0.0273972602739726,0.0226181482782822,0.0468585561142242,0.0468585561142242,NaN,0.05,400,217,834,834,363,471,326,78,100,78,14043,12,234,234,234,234,219,219,219,219,219,0,20,B_ref_y_tau
LIRCMOP7_BC,1,ref_y_tau,100000,100090,456,267,1,0.89,267,0,0.00208185127738629,0.00662712060092316,267,20,5,0.0137920347125368,11.9850187265918,0.514011829545858,1.62548021355393,0,10,10,20,0,0.0749063670411985,0.0150061779907544,0.0334562023313957,0,0.0511391612968764,NaN,0.45,-0.00457622656591047,0,0.015686455156825,0.0514844821972343,0.0400799814198082,0.0514844821972343,0,400,264,928,928,392,536,363,90,100,90,17471,4,270,270,270,270,267,267,267,267,267,0,20,B_ref_y_tau
LIRCMOP8_BC,1,ref_y_tau,10000,10166,48,48,1,0.16,48,0,0.00549626745230433,0.0179553480343874,48,20,5,0.00247946691461336,66.6666666666667,0.324390480830447,0.49246595544699,0,20,0,20,20,0.416666666666667,0.0146944366849875,0.030406321656856,0,0.0311192173947666,NaN,1,0.0729873798125933,0.25,0.0188769056320214,0.0346453571586932,0.0346453571586932,NaN,1,400,30,460,460,404,56,133,39,58,20,894,5,54,54,54,54,48,48,48,48,48,0,20,B_ref_y_tau
LIRCMOP8_BC,1,ref_y_tau,30000,30186,139,51,1,0.17,51,0,0.00253365335108942,0.00751428457977159,51,20,5,0.00263443359677669,62.7450980392157,0.196383002131879,0.328158362052578,0,20,0,20,0,0.392156862745098,0.00802777467109134,0.0155336253149959,0,0.0169687684881496,NaN,0.6,0.0164898466428923,0,0.0110131038374037,0.0216407772135345,0.0216407772135345,NaN,0,400,49,498,498,359,139,179,33,85,21,1885,77,57,57,57,57,51,51,51,51,51,0,20,B_ref_y_tau
LIRCMOP8_BC,1,ref_y_tau,50000,50206,230,172,1,0.58,172,0,0.00177722920006233,0.0063088367326701,172,20,5,0.0088847564440312,18.6046511627907,0.235724324072285,0.418541011388489,0,20,0,20,0,0.116279069767442,0.00788724657784045,0.0118249026342275,0,0.0169788432394366,NaN,0.75,0.0184043080469745,0,0.00827484083185782,0.0172248879600147,0.0172248879600147,NaN,0,400,150,700,700,385,315,290,64,100,64,9796,8,190,190,190,190,172,172,172,172,172,0,20,B_ref_y_tau
LIRCMOP8_BC,1,ref_y_tau,70000,70006,320,153,1,0.51,153,0,0.00130818527946186,0.00490728583511513,153,20,5,0.00790330079033008,20.9150326797386,0.318806338216848,0.543514218104193,0,20,0,20,0,0.130718954248366,0.00684629285816382,0.00853810326111201,0,0.00943872049979445,NaN,0.75,0.0245622285992779,0,0.00800864886557754,0.00952366421500168,0.00952366421500168,NaN,0,400,151,702,702,353,349,284,60,100,60,11527,0,178,178,178,178,153,153,153,153,153,0,20,B_ref_y_tau
LIRCMOP8_BC,1,ref_y_tau,100000,100146,457,118,1,0.4,118,0,0.000590463096854527,0.0029747208955383,118,20,5,0.00609535616509117,27.1186440677966,0.346486135904941,0.60010878888413,0,20,0,20,5,0.169491525423729,0.00912885914770661,0.0336175990839468,0,0.0362625291496381,NaN,0.5,0.00514681508939771,0.175,0.0102483818757341,0.0365754006893836,0.0365754006893836,NaN,0.25,400,120,640,640,295,345,251,56,100,56,10242,1,168,168,168,168,118,118,118,118,118,0,20,B_ref_y_tau
LIRCMOP9_BC,1,ref_y_tau,10000,10213,47,30,1,0.1,30,0,0.000947966397488912,0.00390314835089547,30,20,5,0.00154966682163335,100,0.197375171599413,0.639904153956047,0,20,0,20,20,0.666666666666667,0.000102720864734935,0.000130443732617408,0,0.00147389312715116,NaN,0.45,-0.0110332135053057,0.4,0.0102796379256325,0.0263800145960135,0.0263800145960135,NaN,1,400,36,472,472,225,247,126,11,84,11,6948,121,30,30,30,30,30,30,30,30,30,0,20,B_ref_y_tau
LIRCMOP9_BC,1,ref_y_tau,30000,30013,137,70,1,0.24,70,0,0.00456311472866671,0.0139464301902277,70,20,5,0.00361588925047781,45.7142857142857,0.0794311689101247,0.128077444133714,0,20,0,20,11,0.285714285714286,2.67467772816413e-05,0.000193618693825719,0,0.000194125727800775,NaN,1,0.0527965410339645,0.333333333333333,0.000523066436983883,0.00268011453834143,0.00268011453834143,NaN,0.55,400,60,520,520,339,181,227,32,94,32,4068,671,70,70,70,70,70,70,70,70,70,0,20,B_ref_y_tau
LIRCMOP9_BC,1,ref_y_tau,50000,50033,228,48,1,0.16,48,0,0.00284630582139965,0.00613597158053861,48,20,5,0.00247946691461336,66.6666666666667,0.0864050683905125,0.185233266019239,0,20,0,20,8,0.416666666666667,0.00434656899171285,0.0541302120890377,0,0.0543689990090589,NaN,0.85,0.00762069778094193,0.25,0.00713970019648845,0.0675624988821606,0.0675624988821606,NaN,0.4,400,75,550,550,319,231,227,16,94,16,11442,56,48,48,48,48,48,48,48,48,48,0,20,B_ref_y_tau
LIRCMOP9_BC,1,ref_y_tau,70000,70053,319,66,1,0.22,66,0,0.00224067185565634,0.00971711963743598,66,20,5,0.00340926700759337,48.4848484848485,0.076711635403001,0.133762289542169,0,20,0,20,11,0.303030303030303,0.000379706445116399,0.219619320438914,0,0.235658706624768,NaN,0.45,-0.000745257178970643,0.272727272727273,0.0024222184752233,0.23644529563297,0.23644529563297,NaN,0.55,400,57,514,514,279,235,199,24,100,24,3892,92,72,72,72,72,66,66,66,66,66,0,20,B_ref_y_tau
LIRCMOP9_BC,1,ref_y_tau,100000,100193,456,84,1,0.28,84,0,0.00229772811803069,0.00653171214169733,84,20,5,0.00433906710057338,38.0952380952381,0.0819973325991056,0.137646365243829,0,20,0,20,3,0.238095238095238,0.000289431073784185,0.00108843989483108,0,0.0013726617375011,NaN,1,0.00522650488649012,0.0714285714285714,0.000422904522818013,0.00264716735073946,0.00264716735073946,NaN,0.15,400,81,562,562,289,273,212,28,100,28,5076,63,84,84,84,84,84,84,84,84,84,0,20,B_ref_y_tau
LIRCMOP10_BC,1,ref_y_tau,10000,10170,47,42,1,0.14,42,0,0.00389883371651763,0.00793362743382479,42,20,5,0.00216953355028669,76.1904761904762,0.353948134735411,1.15380185425938,0,20,0,20,0,0.476190476190476,0.00202954850670468,0.00228446211663052,0,0.00228446211663052,NaN,0,-0.155758285007235,0,0.00510494035072964,0.0109019039307922,0.0109019039307922,NaN,0,400,48,496,496,373,123,184,19,55,15,5660,14,45,45,45,45,42,42,42,42,42,0,20,B_ref_y_tau
LIRCMOP10_BC,1,ref_y_tau,30000,30190,138,72,1,0.24,72,0,0.00754410970752409,0.0185176780417713,72,20,5,0.00371920037192004,44.4444444444444,0.0891170216659636,0.31527492958381,0,20,0,20,18,0.277777777777778,1.3019427866921e-06,0.0001057160538605,0,0.00142711626689736,NaN,0.9,0.0202646842948044,0.166666666666667,0.00248923313566138,0.0036051208471701,0.0036051208471701,NaN,0.9,400,78,556,556,355,201,242,32,100,32,6387,320,72,72,72,72,72,72,72,72,72,0,20,B_ref_y_tau
LIRCMOP10_BC,1,ref_y_tau,50000,50210,229,105,1,0.35,105,0,0.00749043581994775,0.017649272649577,105,20,5,0.00542383387571672,30.4761904761905,0.0828201113811365,0.28606602322197,0,20,0,20,18,0.19047619047619,9.08401084943073e-06,0.000423125867526446,0,0.00123846011335901,NaN,0.95,0.0126323551360993,0.171428571428571,0.00154051323263577,0.00292599125296883,0.00292599125296883,NaN,0.9,400,105,610,610,365,245,291,38,97,35,8222,473,105,105,105,105,105,105,105,105,105,0,20,B_ref_y_tau
LIRCMOP10_BC,1,ref_y_tau,70000,70010,319,110,1,0.37,110,0,0.00570779119266018,0.0241592933526512,110,20,5,0.00568211167932228,29.0909090909091,0.074093340392512,0.112890201121917,0,20,0,20,2,0.181818181818182,5.42517941547869e-05,7.8478809936516e-05,0,9.77450350148925e-05,NaN,0.25,-0.00420086143412019,0.0540540540540541,0.000389786668839379,0.00104314883181771,0.00104314883181771,NaN,0.1,400,87,574,574,327,247,252,47,93,40,4742,219,110,110,110,110,110,110,110,110,110,0,20,B_ref_y_tau
LIRCMOP10_BC,1,ref_y_tau,100000,100150,456,144,1,0.48,144,0,0.00515289503230918,0.0183128986486611,144,20,5,0.00743840074384007,22.2222222222222,0.0848227396781635,0.189770930475939,0,20,0,20,9,0.138888888888889,3.71530147280056e-05,0.00063699640691888,0,0.000908442718674894,NaN,1,0.0179383839046754,0.0833333333333333,0.00158582333005394,0.00184372394194165,0.00184372394194165,NaN,0.45,400,136,672,672,379,293,303,51,100,51,7622,226,147,147,147,147,144,144,144,144,144,0,20,B_ref_y_tau
